('https://image1.ljcdn.com/440100-inspection/d69973c2-6a7e-47f9-9a0b-a5ddab1a5473.jpg.296x216.jpg', '中海金沙馨园 精装三房 交通便利', '中海金沙馨园二期  | 3室2厅 | 99平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  金沙洲', '325万', '单价32829元/平米')
('https://image1.ljcdn.com/440100-inspection/c7f7d7ef-7c48-4d76-b8ed-dd5e153038cd.JPG.296x216.jpg', '纵横缤城 2室2厅 275万', '纵横缤城  | 2室2厅 | 77.72平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2009年建塔楼  -  新市', '275万', '单价35384元/平米')
('https://image1.ljcdn.com/440100-inspection/dc49828f-41ba-4ffd-849c-db072eaed3db.jpg.296x216.jpg', '富力阳光美居 2室1厅 265万', '富力阳光美居  | 2室1厅 | 70.12平米 | 西 | 其他 | 有电梯', '低楼层(共16层)2001年建塔楼  -  黄石路', '265万', '单价37793元/平米')
('https://image1.ljcdn.com/440100-inspection/824df89c-66fa-4e97-bb39-900cce25be6d.jpg.296x216.jpg', '三元里大道 晓景苑 精致两房', '晓景苑  | 2室1厅 | 64.17平米 | 西 | 精装 | 无电梯', '高楼层(共9层)1998年建塔楼  -  机场路', '157万', '单价24467元/平米')
('https://image1.ljcdn.com/440100-inspection/276a5bc6-9100-4203-b4d6-3456570c28c8.jpg.296x216.jpg', '机场路 翠逸家园 高层东南向两房', '翠逸家园  | 2室1厅 | 76平米 | 西南 | 简装 | 有电梯', '高楼层(共17层)2000年建塔楼  -  机场路', '308万', '单价40527元/平米')
('https://image1.ljcdn.com/440100-inspection/aaa25fb7-ae00-4714-8ded-872c18f8f5c5.jpg.296x216.jpg', '保利西海岸汇海花园 2室2厅 275万', '保利西海岸汇海花园  | 2室2厅 | 76平米 | 西北 | 其他 | 有电梯', '中楼层(共25层)2010年建塔楼  -  金沙洲', '275万', '单价36185元/平米')
('https://image1.ljcdn.com/440100-inspection/61415655-48f4-46b1-a6c3-92e3f2a92256.JPG.296x216.jpg', '乐得花园 1室1厅 110万', '乐得花园  | 1室1厅 | 38.61平米 | 北 | 其他 | 无电梯', '高楼层(共9层)2000年建塔楼  -  白云大道北', '110万', '单价28491元/平米')
('https://image1.ljcdn.com/440100-inspection/ad255261-8f27-459b-b08a-88f9d6e3d573.jpg.296x216.jpg', '富力桃园 2室1厅 278万', '富力桃园  | 2室1厅 | 78.62平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2004年建塔楼  -  罗冲围', '278万', '单价35360元/平米')
('https://image1.ljcdn.com/440100-inspection/a1ed2070-1719-4fa2-a209-b9c3556e1235.jpg.296x216.jpg', '贝丽花园 2室2厅 248万', '贝丽花园  | 2室2厅 | 68.19平米 | 西 | 精装 | 有电梯', '低楼层(共15层)2009年建塔楼  -  机场路', '248万', '单价36369元/平米')
('https://image1.ljcdn.com/440100-inspection/dd107bc8-47c6-4eca-87ec-c3623098b1ad.jpg.296x216.jpg', '景泰新村 格局方正 实用三房', '景泰新村景泰直街  | 3室1厅 | 83.18平米 | 西 | 其他 | 无电梯', '中楼层(共8层)2008年建塔楼  -  广园路', '245万', '单价29455元/平米')
('https://image1.ljcdn.com/440100-inspection/d90bf56d-4dd0-43f8-9b4f-09339bd7c283.jpg.296x216.jpg', '富力桃园 高层大4房 南向望花园 送家私', '富力桃园  | 4室2厅 | 138.32平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2004年建塔楼  -  罗冲围', '500万', '单价36149元/平米')
('https://image1.ljcdn.com/440100-inspection/b25a7f78-1aba-4232-aa49-488f388a3099.JPG.296x216.jpg', '万科爱地 朝向好景观好 保养新', '万科爱地住宅区  | 1室1厅 | 58.65平米 | 东北 | 精装 | 有电梯', '高楼层(共13层)2000年建塔楼  -  金沙洲', '180万', '单价30691元/平米')
('https://image1.ljcdn.com/440100-inspection/a89d0287-be3a-463e-a83d-008fb0165987.jpg.296x216.jpg', '岭南新世界 3室2厅 530万', '岭南新世界  | 3室2厅 | 105.65平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2008年建塔楼  -  白云大道北', '530万', '单价50166元/平米')
('https://image1.ljcdn.com/440100-inspection/cdccabb3-f924-47b9-b7ec-128c2bd70443.jpg.296x216.jpg', '黄石东路 祥景花园 精装两房 宽敞明亮', '祥景花园  | 2室1厅 | 56.42平米 | 北 | 精装 | 无电梯', '高楼层(共9层)2000年建塔楼  -  黄石路', '156万', '单价27650元/平米')
('https://image1.ljcdn.com/440100-inspection/1d05ed86-b4fa-488a-af75-c8a311a3df39.JPG.296x216.jpg', '乐得花园 5室2厅 500万', '乐得花园  | 5室2厅 | 217.69平米 | 西 | 其他 | 有电梯', '高楼层(共14层)2000年建塔楼  -  白云大道北', '500万', '单价22969元/平米')
('https://image1.ljcdn.com/440100-inspection/e32cff4e-ccce-4354-9810-fe3a7e088f81.jpg.296x216.jpg', '时代玫瑰园 大三房 交通方便', '时代玫瑰园  | 3室2厅 | 126.5平米 | 东北 | 简装 | 有电梯', '低楼层(共18层)2008年建塔楼  -  白云大道北', '510万', '单价40317元/平米')
('https://image1.ljcdn.com/440100-inspection/89b44dc3-2f27-4cd9-915f-ec46e3fc2f11.JPG.296x216.jpg', '白云雅苑云雅大街 2室1厅 129万', '白云雅苑云雅大街  | 2室1厅 | 45.6平米 | 北 | 简装 | 无电梯', '高楼层(共9层)2006年建塔楼  -  同德围', '129万', '单价28290元/平米')
('https://image1.ljcdn.com/440100-inspection/42e03088-6b16-4c00-a3fc-a75d34fe7f13.jpg.296x216.jpg', '广州富力城 望花园 实用大两房', '富力城  | 2室2厅 | 90.71平米 | 西北 | 其他 | 有电梯', '低楼层(共18层)2005年建塔楼  -  白云大道北', '260万', '单价28663元/平米')
('https://image1.ljcdn.com/440100-inspection/f825edb2-16df-44dd-af9d-0b6482b91afa.JPG.296x216.jpg', '祥华阁 实用两房 楼层适中', '祥华阁  | 2室1厅 | 73.23平米 | 北 | 精装 | 有电梯', '中楼层(共9层)2009年建塔楼  -  黄石路', '220万', '单价30043元/平米')
('https://image1.ljcdn.com/440100-inspection/86501484-a3c0-411f-94ab-3106b89af2d1.jpg.296x216.jpg', '云山锦绣家园 电梯两房', '云山锦绣家园  | 2室2厅 | 74平米 | 东北 | 其他 | 有电梯', '中楼层(共12层)2002年建塔楼  -  白云大道南', '380万', '单价51352元/平米')
('https://image1.ljcdn.com/440100-inspection/e8ff71bd-3c65-449b-b5ae-ab8df8da6ccc.jpg.296x216.jpg', '汇雅花园 北朝向好 采光景观好 配套齐', '汇雅花园  | 2室1厅 | 64.06平米 | 北 | 其他 | 无电梯', '中楼层(共7层)1996年建塔楼  -  白云大道北', '122万', '单价19045元/平米')
('https://image1.ljcdn.com/440100-inspection/ca94c116-8b3a-4535-83d9-20093201a270.jpg.296x216.jpg', '敏捷花城里 3室2厅 215万', '敏捷花城里  | 3室2厅 | 102.72平米 | 南 北 | 其他', '高楼层(共34层)塔楼  -  金沙洲', '215万', '单价20931元/平米')
('https://image1.ljcdn.com/440100-inspection/a0e19dbf-4419-479f-9533-4ccba6ae6d2e.JPG.296x216.jpg', '腾龙阁三房 望花园 安静的这间房', '腾龙阁  | 3室1厅 | 85.16平米 | 西南 | 其他 | 有电梯', '中楼层(共14层)1999年建塔楼  -  机场路', '265万', '单价31118元/平米')
('https://image1.ljcdn.com/440100-inspection/f588f773-5975-4a1a-9b22-f3c73b72edc8.jpg.296x216.jpg', '岗贝路，枫溪苑，精装大单间，小户型，总价不高', '枫溪苑  | 1室1厅 | 35.36平米 | 西 | 精装 | 无电梯', '低楼层(共9层)1999年建塔楼  -  机场路', '99万', '单价27998元/平米')
('https://image1.ljcdn.com/440100-inspection/ab90fdbb-a757-48e4-aad9-c73e01650fa7.jpg.296x216.jpg', '泽德花园 2室1厅 148万', '泽德花园  | 2室1厅 | 56.93平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  同德围', '148万', '单价25997元/平米')
('', '白沙新村 2室1厅 132万', '白沙新村  | 2室1厅 | 49.93平米 | 东 | 其他 | 无电梯', '低楼层(共9层)1998年建塔楼  -  机场路', '132万', '单价26438元/平米')
('https://image1.ljcdn.com/440100-inspection/a64b100a-dd57-4b84-8f29-4f12c21eacf4.jpg.296x216.jpg', '广州富力城 南向 五房经典复式 给你不一样的感觉', '富力城  | 5室2厅 | 94.42平米 | 南 | 简装 | 有电梯', '高楼层(共12层)2009年建塔楼  -  白云大道北', '378万', '单价40034元/平米')
('https://image1.ljcdn.com/440100-inspection/2f9d14f6-d73e-451c-b5b0-964b991dc2f5.jpg.296x216.jpg', '云山锦绣 大户型单位 小区管理', '云山锦绣家园  | 3室2厅 | 190平米 | 北 | 其他 | 有电梯', '中楼层(共12层)2007年建塔楼  -  白云大道南', '900万', '单价47369元/平米')
('https://image1.ljcdn.com/440100-inspection/2b7a6b16-719f-4925-8299-a0c00ae61cc9.jpg.296x216.jpg', '中海金沙湾 花园舒适三房单位 保养好', '中海金沙湾  | 3室2厅 | 124平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2007年建塔楼  -  金沙洲', '360万', '单价29033元/平米')
('https://image1.ljcdn.com/440100-inspection/ec492eeb-a6e8-4c62-b40b-2c221ea411f5.jpg.296x216.jpg', '御金沙 交通便利 精装两房', '浔峰御金沙园  | 2室2厅 | 81.54平米 | 西北 | 其他 | 有电梯', '高楼层(共25层)2011年建塔楼  -  金沙洲', '300万', '单价36792元/平米')
('https://image1.ljcdn.com/440100-inspection/a8cc2b06-c129-4feb-8aa1-34fb855f7c58.jpg.296x216.jpg', '金迪城市花园 2室1厅 188万', '金迪城市花园  | 2室1厅 | 53.26平米 | 南 | 精装 | 有电梯', '高楼层(共15层)1995年建塔楼  -  机场路', '188万', '单价35299元/平米')
('https://image1.ljcdn.com/440100-inspection/3a6c563b-3b44-42ce-94db-0eacafa78fca.jpg.296x216.jpg', '万科爱地住宅区 2室1厅 210万', '万科爱地住宅区  | 2室1厅 | 58.65平米 | 东南 | 其他 | 有电梯', '高楼层(共12层)2000年建塔楼  -  金沙洲', '210万', '单价35806元/平米')
('https://image1.ljcdn.com/440100-inspection/302a647e-71ae-4ed8-a72b-213e5e153268.JPG.296x216.jpg', '广州富力城 正南向大四房 温馨宜家 您值得拥有', '富力城  | 4室2厅 | 148平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2009年建塔楼  -  白云大道北', '455万', '单价30744元/平米')
('https://image1.ljcdn.com/440100-inspection/23a6c7bf-8e16-4d6d-9139-682547ab8fe7.jpg.296x216.jpg', '纵横缤城 南向跃式大三房 送前后大平台', '纵横缤城  | 3室2厅 | 120.8平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  新市', '483.2万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/b436b398-a67b-4e6a-969d-ac3f68e0a37a.jpg.296x216.jpg', '明月金岸花园 3室2厅 380.8万', '明月金岸花园  | 3室2厅 | 112.36平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2012年建塔楼  -  金沙洲', '380.8万', '单价33892元/平米')
('https://image1.ljcdn.com/440100-inspection/1bf65f73-cf4e-4ac6-b347-7bd454b8e741.jpg.296x216.jpg', '富力桃园 2室1厅 303万', '富力桃园  | 2室1厅 | 88.62平米 | 东北 | 精装 | 有电梯', '中楼层(共30层)2004年建塔楼  -  罗冲围', '303万', '单价34191元/平米')
('https://image1.ljcdn.com/440100-inspection/fad700fe-484c-49c3-89d4-71c8c73c413b.jpg.296x216.jpg', '汇侨新城 温馨两房 户型方正', '汇侨新城北区  | 2室1厅 | 59.42平米 | 东 | 精装 | 有电梯', '中楼层(共17层)2000年建塔楼  -  新市', '195万', '单价32818元/平米')
('https://image1.ljcdn.com/440100-inspection/cf1226fc-1f97-4f57-a6aa-2b18045d9d4e.JPG.296x216.jpg', '景观苑 3室1厅 235万', '景观苑  | 3室1厅 | 85.2平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  机场路', '235万', '单价27583元/平米')
('https://image1.ljcdn.com/440100-inspection/beec7d74-6c11-4081-8588-f259bf0a021f.JPG.296x216.jpg', '宏航苑 1室1厅 120万', '宏航苑  | 1室1厅 | 44.73平米 | 东 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  新市', '120万', '单价26828元/平米')
('https://image1.ljcdn.com/440100-inspection/41eb509d-e996-4a47-959e-adb461f8e4cb.jpg.296x216.jpg', '纵横缤城 实用三房', '纵横缤城  | 3室1厅 | 97.36平米 | 东 西 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  新市', '450万', '单价46221元/平米')
('https://image1.ljcdn.com/440100-inspection/d1e21fe5-65eb-41da-abaa-5a832fdb7c13.JPG.296x216.jpg', '阳光美居 电梯两房 方正实用 采光通风好', '富力阳光美居  | 2室2厅 | 71.49平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2001年建塔楼  -  黄石路', '268万', '单价37488元/平米')
('https://image1.ljcdn.com/440100-inspection/e49b9b7c-2371-44ce-9bdd-553a48a769a9.jpg.296x216.jpg', '汇侨新城南区 2室2厅 225万', '汇侨新城南区  | 2室2厅 | 77.12平米 | 北 | 其他 | 有电梯', '中楼层(共17层)2000年建塔楼  -  新市', '225万', '单价29176元/平米')
('https://image1.ljcdn.com/440100-inspection/057575b1-738e-44de-8755-9a2b770d8ec5.jpg.296x216.jpg', '云山熹景 3室2厅 610万', '云山熹景  | 3室2厅 | 128.6平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2008年建塔楼  -  同和', '610万', '单价47434元/平米')
('', '景泰新村景泰直街 2室1厅 215万', '景泰新村景泰直街  | 2室1厅 | 64.3平米 | 南 | 其他 | 无电梯', '中楼层(共8层)2008年建塔楼  -  广园路', '215万', '单价33438元/平米')
('https://image1.ljcdn.com/440100-inspection/test-10461b87-afdb-45b3-8f67-5f2f9ef392b7.png.296x216.jpg', '岭南新世界   实用三房 位置安静', '岭南新世界  | 3室1厅 | 92.27平米 | 北 | 简装 | 有电梯', '低楼层(共11层)2003年建塔楼  -  白云大道北', '410万', '单价44435元/平米')
('https://image1.ljcdn.com/440100-inspection/0410074b-aa70-44b1-ba84-ad96a7f20362.jpg.296x216.jpg', '怡新花园 花园小区 户型方正 保养新净', '怡新花园  | 5室2厅 | 177平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2007年建塔楼  -  同和', '830万', '单价46893元/平米')
('https://image1.ljcdn.com/440100-inspection/fbfeedeb-7b9f-4d81-9872-2d799a3d50ca.jpg.296x216.jpg', '岭南新世界 3室1厅 530万', '岭南新世界  | 3室1厅 | 98.38平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2008年建塔楼  -  白云大道北', '530万', '单价53873元/平米')
('https://image1.ljcdn.com/440100-inspection/e7fe61a1-c708-4f3d-9fb0-e3e8aa20d871.jpg.296x216.jpg', '三元里大道 晓翠苑 电梯高层 安静', '晓翠苑逸意居  | 2室1厅 | 74.48平米 | 东南 | 简装 | 有电梯', '高楼层(共15层)1999年建塔楼  -  机场路', '250万', '单价33567元/平米')
('https://image1.ljcdn.com/440100-inspection/c787e010-3880-4e75-b8f0-6747df925ea2.jpg.296x216.jpg', '金碧新城 3室2厅 340万', '金碧新城  | 3室2厅 | 89平米 | 东北 | 其他 | 有电梯', '中楼层(共27层)2007年建塔楼  -  石井', '340万', '单价38203元/平米')
('https://image1.ljcdn.com/440100-inspection/5ba2de3f-e290-4276-9897-43fb1a4a4c37.jpg.296x216.jpg', '汇侨新城  两房一厅 采光通风好', '汇侨新城东区  | 2室1厅 | 75平米 | 东北 | 精装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  新市', '202万', '单价26934元/平米')
('https://image1.ljcdn.com/440100-inspection/e5d03346-2c43-4574-a41c-d7cf1f58d8ba.jpg.296x216.jpg', '保利西子湾 2室2厅 260万', '保利西子湾  | 2室2厅 | 81.69平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2007年建塔楼  -  金沙洲', '260万', '单价31828元/平米')
('https://image1.ljcdn.com/440100-inspection/cdb4bb9e-0510-4776-9c09-d4ec077e3678.jpg.296x216.jpg', '怡新花园 方正4房 电梯中高层 视野好', '怡新花园  | 4室2厅 | 143.22平米 | 西 | 其他 | 有电梯', '中楼层(共17层)2007年建塔楼  -  同和', '660万', '单价46083元/平米')
('https://image1.ljcdn.com/440100-inspection/795a01b5-c15e-46cd-89d7-4e9bfdad45c4.jpg.296x216.jpg', '佳润云凯雅寓 1室1厅 122万', '佳润云凯雅寓  | 1室1厅 | 40.46平米 | 西南 | 其他', '中楼层(共16层)2014年建塔楼  -  南湖', '122万', '单价30154元/平米')
('https://image1.ljcdn.com/440100-inspection/51a6baf0-a8bf-4400-949a-35c45c7ca053.jpg.296x216.jpg', '东湖映月 3室2厅 280万', '东湖映月  | 3室2厅 | 87.24平米 | 东南 北 | 简装 | 有电梯', '高楼层(共33层)2012年建塔楼  -  白云大道北', '280万', '单价32096元/平米')
('https://image1.ljcdn.com/440100-inspection/b770334c-fd93-4b03-9d1e-ffcc869c594c.jpg.296x216.jpg', '景泰新村景泰西二巷 2室1厅 260万', '景泰新村景泰西二巷  | 2室1厅 | 70.4平米 | 南 | 其他 | 无电梯', '中楼层(共8层)2008年建塔楼  -  广园路', '260万', '单价36932元/平米')
('https://image1.ljcdn.com/440100-inspection/c0d0e675-d1c6-4634-b47e-6891a17b0647.jpg.296x216.jpg', '隆康花园  电梯三房  方正实用  交通便利', '隆康花园  | 3室1厅 | 86.88平米 | 西北 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  白云大道南', '408万', '单价46962元/平米')
('https://image1.ljcdn.com/440100-inspection/996ee835-a6d8-4b47-a25a-688787faaeb4.jpg.296x216.jpg', '景富明珠花园 教新电梯楼宇 精致三房', '景富明珠  | 3室2厅 | 89平米 | 北 | 其他 | 有电梯', '中楼层(共12层)2007年建塔楼  -  广园路', '400万', '单价44944元/平米')
('', '梅苑小区 2室1厅 350万', '梅苑小区  | 2室1厅 | 86.84平米 | 东 南 | 其他 | 有电梯', '高楼层(共9层)1999年建塔楼  -  同和', '350万', '单价40305元/平米')
('https://image1.ljcdn.com/440100-inspection/8495b0d3-5f54-4dd5-940e-a93eeb2d62df.JPG.296x216.jpg', '云山居 三房 低楼层 保养好', '云山居  | 3室2厅 | 99.25平米 | 西北 | 其他 | 无电梯', '低楼层(共6层)2000年建塔楼  -  白云山风景区', '315万', '单价31739元/平米')
('https://image1.ljcdn.com/440100-inspection/a1b70c20-a358-469a-a28a-5b67fe57a1bc.jpg.296x216.jpg', '民航小区松云街 2室1厅 180万', '民航小区松云街  | 2室1厅 | 60.93平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  机场路', '180万', '单价29543元/平米')
('https://image1.ljcdn.com/440100-inspection/9caa0591-13bf-4546-8bab-0a3cf770d3d8.jpg.296x216.jpg', '岭南新世界 大三房两卫 安静望花园', '岭南新世界  | 3室2厅 | 114平米 | 西 | 其他 | 有电梯', '高楼层(共16层)2001年建塔楼  -  白云大道北', '520万', '单价45615元/平米')
('https://image1.ljcdn.com/440100-inspection/4f7b9223-33b6-4844-adf7-ab5876accb08.jpg.296x216.jpg', '同德花园同景街 2室1厅 196万', '同德花园同景街  | 2室1厅 | 69.74平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  同德围', '196万', '单价28105元/平米')
('https://image1.ljcdn.com/440100-inspection/d51054c3-3fbf-4555-ba1f-c0c46620ad5d.jpg.296x216.jpg', '云岭绣色 电梯高层三房 小区管理', '富业苑云岭绣色  | 5室1厅 | 141.47平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2000年建塔楼  -  大金钟', '620万', '单价43826元/平米')
('https://image1.ljcdn.com/440100-inspection/19335085-e8d9-48dc-87ff-e0a787988fa4.jpg.296x216.jpg', '岭南新世界锦云峰 2室2厅 370万', '岭南新世界锦云峰  | 2室2厅 | 87.66平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2013年建塔楼  -  白云大道北', '370万', '单价42209元/平米')
