('https://image1.ljcdn.com/440100-inspection/6b573c3a-c4c0-4c40-b022-71347142fc48.jpg.296x216.jpg', '凤凰城凤仪苑经典四房', '碧桂园凤凰城凤仪苑  | 4室2厅 | 136.93平米 | 东北 | 精装 | 无电梯', '高楼层(共6层)2002年建塔楼  -  凤凰城', '280万', '单价20449元/平米')
('https://image1.ljcdn.com/440100-inspection/1bbd84dd-e5a4-4502-a200-c857ae56672e.jpg.296x216.jpg', '新塘公园 精装两房 家私齐全 看花园 拎包入住', '锦绣新天地  | 2室1厅 | 74.76平米 | 北 | 精装 | 有电梯', '低楼层(共16层)2011年建塔楼  -  新塘', '170万', '单价22740元/平米')
('https://image1.ljcdn.com/440100-inspection/204f3b85-5558-492a-a908-a9d8bced9cde.jpg.296x216.jpg', '凤晴苑 精装两房 位置安静舒', '碧桂园凤凰城凤晴苑  | 2室2厅 | 78.81平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '225万', '单价28550元/平米')
('https://image1.ljcdn.com/440100-inspection/71ea52ee-6bf1-4f9f-9f95-b860b67db140.jpg.296x216.jpg', '户型方正 南北对流，带装修，配套齐全', '锦绣天伦花园  | 2室2厅 | 73.05平米 | 北 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '185万', '单价25326元/平米')
('https://image1.ljcdn.com/440100-inspection/1cdf6baf-286d-4720-b25e-a57015b14142.jpg.296x216.jpg', '小高层带电梯 采光好 装修保养好', '亚太新城富丽园  | 2室1厅 | 113平米 | 南 | 其他 | 有电梯', '中楼层(共7层)塔楼  -  新塘', '222万', '单价19647元/平米')
('https://image1.ljcdn.com/440100-inspection/5eb184cd-22d9-4839-9a29-68bb7b38c091.jpg.296x216.jpg', '碧桂园凤凰城凤馨苑 1室2厅 325万', '碧桂园凤凰城凤馨苑  | 1室2厅 | 95.96平米 | 西 | 精装 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '325万', '单价33869元/平米')
('https://image1.ljcdn.com/440100-inspection/0520fbd7-7a2e-4c64-88a3-98d220f26bab.jpg.296x216.jpg', '新塘新世界花园万象苑 2室2厅 230万', '新塘新世界花园万象苑  | 2室2厅 | 82.35平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2009年建塔楼  -  新塘', '230万', '单价27930元/平米')
('https://image1.ljcdn.com/440100-inspection/894f57d7-494f-46cf-831f-0f3e431a2a2d.jpg.296x216.jpg', '金泽豪庭全新三房 南向中高楼层 户型方正实用 近地铁', '金泽豪庭  | 2室2厅 | 91.07平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2009年建塔楼  -  新塘', '235万', '单价25805元/平米')
('https://image1.ljcdn.com/440100-inspection/ea811a5b-cd50-46d4-83df-f9acf074d7f2.jpg.296x216.jpg', '凤凰城凤晴苑 高层望泳池 户型通透 安静', '碧桂园凤凰城凤晴苑  | 2室2厅 | 70.74平米 | 西 | 精装 | 有电梯', '中楼层(共28层)2002年建塔楼  -  凤凰城', '195万', '单价27566元/平米')
('https://image1.ljcdn.com/440100-inspection/484f6853-3f3e-438e-bc9b-622b680ef0f5.jpg.296x216.jpg', '翡翠绿洲育才阳光苑 3室2厅 308万', '翡翠绿洲育才阳光苑  | 3室2厅 | 130.36平米 | 北 | 精装 | 有电梯', '低楼层(共11层)2011年建塔楼  -  凤凰城', '308万', '单价23627元/平米')
('https://image1.ljcdn.com/440100-inspection/a995fce1-4dc8-49e9-acf7-a4e39ec20e9e.jpg.296x216.jpg', '碧桂园凤凰城 3房2厅 280万元', '碧桂园凤凰城凤妍苑  | 3室2厅 | 99.29平米 | 东南 | 精装 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '270万', '单价27194元/平米')
('https://image1.ljcdn.com/440100-inspection/d0800636-21a7-4a19-97c7-40e8630c94e0.jpg.296x216.jpg', '翡翠绿洲 南向 精装大两房', '翡翠绿洲湖滨苑  | 2室2厅 | 94.45平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2011年建塔楼  -  凤凰城', '230万', '单价24352元/平米')
('', '城市家园二期 2室2厅 175万', '城市家园二期  | 2室2厅 | 96.68平米 | 北 | 其他', '中楼层(共28层)塔楼  -  新塘', '175万', '单价18101元/平米')
('https://image1.ljcdn.com/440100-inspection/544592b0-cab0-4b17-ab7a-dcbe0e389884.jpg.296x216.jpg', '东凌广场 高层  南向精装3房', '东凌广场  | 3室2厅 | 110.93平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2014年建塔楼  -  凤凰城', '268万', '单价24160元/平米')
('https://image1.ljcdn.com/440100-inspection/d774b5b3-8100-4fd1-a00f-2a58e3c9ddf4.jpg.296x216.jpg', '新世界花园 精装三房 户型好 沙村地铁站', '新塘新世界花园  | 3室2厅 | 103平米 | 东北 | 其他 | 无电梯', '中楼层(共7层)塔楼  -  新塘', '187万', '单价18156元/平米')
('https://image1.ljcdn.com/440100-inspection/a8da04ea-a0af-4a3e-bdd6-f0990d918c1f.jpg.296x216.jpg', '翡翠绿洲 十一期 望花园南向两房', '翡翠绿洲湖绣苑  | 2室2厅 | 90.88平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2011年建塔楼  -  凤凰城', '225万', '单价24758元/平米')
('https://image1.ljcdn.com/440100-inspection/8a54de55-a8b0-477c-b50a-dbd3b5935eb0.jpg.296x216.jpg', '翡翠绿洲 森林半岛 精装五居室', '翡翠绿洲森林半岛  | 5室2厅 | 178.55平米 | 南 北 | 精装 | 有电梯', '高楼层(共25层)2011年建塔楼  -  凤凰城', '450万', '单价25204元/平米')
('https://image1.ljcdn.com/440100-inspection/dcda44d3-acb2-4533-9ba8-484317407d6b.jpg.296x216.jpg', '宏城汇 精装一房 独立厨房', '新都盛世名门宏城汇  | 1室1厅 | 46.73平米 | 北 | 精装 | 有电梯', '中楼层(共21层)2012年建塔楼  -  新塘', '126万', '单价26964元/平米')
('https://image1.ljcdn.com/440100-inspection/deeb6fb6-9f73-46b3-9c17-2a32d6862e9a.jpg.296x216.jpg', '房子户型方正，带装修，配套齐全', '锦绣天伦花园  | 2室2厅 | 75.42平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  新塘', '173万', '单价22939元/平米')
('https://image1.ljcdn.com/440100-inspection/ef78ccaf-c54e-4bac-aa60-373ac2877cb0.jpg.296x216.jpg', '海伦堡 精装四房 小区环境好', '广州海伦堡  | 4室2厅 | 116.18平米 | 东 | 其他', '中楼层(共12层)2008年建塔楼  -  新塘', '250万', '单价21519元/平米')
('https://image1.ljcdn.com/440100-inspection/c4deb5fe-b29b-435e-8b80-c7b41c9aa2b0.jpg.296x216.jpg', '凤凰城凤妍苑 精装三房', '碧桂园凤凰城凤妍苑  | 3室2厅 | 99.24平米 | 西北 | 其他 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '260万', '单价26200元/平米')
('https://image1.ljcdn.com/440100-inspection/7d41f87b-34db-43b9-9885-612b07454725.jpg.296x216.jpg', '一房一厅放售 精装修 保养新净', '嘉骏豪苑  | 1室1厅 | 46.68平米 | 北 | 其他 | 有电梯', '低楼层(共19层)2008年建塔楼  -  新塘', '86.8万', '单价18595元/平米')
('https://image1.ljcdn.com/440100-inspection/ee6c15d4-e474-46d2-99ae-5eb15ad5846d.jpg.296x216.jpg', '碧桂园凤凰城凤仪苑 3室2厅 250万', '碧桂园凤凰城凤仪苑  | 3室2厅 | 99.19平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2002年建塔楼  -  凤凰城', '250万', '单价25205元/平米')
('https://image1.ljcdn.com/440100-inspection/4b040d4d-cb12-4520-bf2a-8920591039c3.jpg.296x216.jpg', '翡翠绿洲 育才阳光苑 精装大四房', '翡翠绿洲育才阳光苑  | 4室2厅 | 157.71平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2011年建塔楼  -  凤凰城', '365万', '单价23144元/平米')
('https://image1.ljcdn.com/440100-inspection/e466ee19-0015-488a-8a0c-892f9386fa56.jpg.296x216.jpg', '金泽豪庭 交通便利 环境舒适,白江地铁站', '金泽豪庭  | 3室2厅 | 90平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2007年建塔楼  -  新塘', '223万', '单价24778元/平米')
('https://image1.ljcdn.com/440100-inspection/b617db3a-ed52-4365-99a7-55ab26187344.jpg.296x216.jpg', '凤馨苑 高层三房', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 西 | 其他 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '235万', '单价25269元/平米')
('https://image1.ljcdn.com/440100-inspection/4573bca5-8998-46ca-a2a7-368718cdbb60.jpg.296x216.jpg', '凤凰城凤晴苑 精装修 高楼层', '碧桂园凤凰城凤晴苑  | 2室2厅 | 78.57平米 | 北 | 精装 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '220万', '单价28001元/平米')
('https://image1.ljcdn.com/440100-inspection/b03c9e96-7170-488d-a48d-caf97afa214a.jpg.296x216.jpg', '顺欣广场 3室2厅 170万', '顺欣广场  | 3室2厅 | 87.83平米 | 南 | 其他 | 有电梯', '中楼层(共23层)塔楼  -  新塘', '170万', '单价19356元/平米')
('https://image1.ljcdn.com/440100-inspection/f7140955-b801-442d-9c38-29f47323a4b9.jpg.296x216.jpg', '力诚凯怡湾 3室2厅 210万', '力诚凯怡湾  | 3室2厅 | 84.48平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2013年建塔楼  -  新塘', '210万', '单价24858元/平米')
('https://image1.ljcdn.com/440100-inspection/32c9a8a0-7a4e-4c8b-84c7-e34a14a0cf7d.jpg.296x216.jpg', '新世界花园 万象苑南向四房  精装修', '新塘新世界花园万象苑  | 5室2厅 | 168平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2009年建塔楼  -  新塘', '420万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/c87eac92-f966-41bb-aa2d-3fbadaeedeb9.jpg.296x216.jpg', '翡翠绿洲 精装两房 精装修  景观开阔', '翡翠绿洲森林半岛  | 2室2厅 | 88平米 | 西北 | 精装 | 有电梯', '高楼层(共18层)2011年建塔楼  -  凤凰城', '232万', '单价26364元/平米')
('https://image1.ljcdn.com/440100-inspection/15ac7746-d7fc-43b9-b423-21a8a29fe0f8.jpg.296x216.jpg', '翡翠绿洲育才阳光苑 3室2厅 230万', '翡翠绿洲育才阳光苑  | 3室2厅 | 95.55平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2011年建塔楼  -  凤凰城', '230万', '单价24072元/平米')
('https://image1.ljcdn.com/440100-inspection/12ded0ad-1d3a-436f-8b4b-664612bf5107.jpg.296x216.jpg', '碧桂园凤凰城 高层改善型住房 值得选择', '碧桂园凤凰城凤天苑  | 4室2厅 | 135平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2002年建塔楼  -  凤凰城', '360万', '单价26667元/平米')
('https://image1.ljcdn.com/440100-inspection/faf26faa-ebca-416c-b56c-efda3a077334.jpg.296x216.jpg', '凤凰城凤岭苑 复式带阁楼', '碧桂园凤凰城凤岭苑  | 4室2厅 | 179.92平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2002年建塔楼  -  凤凰城', '368万', '单价20454元/平米')
('https://image1.ljcdn.com/440100-inspection/36abebcb-5ec8-43fb-a9e0-ed64e21494ce.jpg.296x216.jpg', '凤天苑 毛坯三房 带车位', '碧桂园凤凰城凤天苑  | 3室2厅 | 134.73平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '400万', '单价29690元/平米')
('https://image1.ljcdn.com/440100-inspection/242d37ee-9e15-40e0-aa8a-972ba94c9113.jpg.296x216.jpg', '翡翠绿洲 毛坯两房 东西对流 采光好', '翡翠绿洲森林半岛  | 2室2厅 | 93.87平米 | 东 西 | 毛坯 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '215万', '单价22905元/平米')
('https://image1.ljcdn.com/440100-inspection/d286b39f-5db3-420e-a01e-0b8fb06a13bf.jpg.296x216.jpg', '新塘新世界花园嘉乐苑 3室2厅 252万', '新塘新世界花园嘉乐苑  | 3室2厅 | 108.12平米 | 南 | 其他 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '252万', '单价23308元/平米')
('https://image1.ljcdn.com/440100-inspection/296d8434-fa53-4a75-bb16-e24b8143285f.jpg.296x216.jpg', '新世界花园，万象苑，看花园，安静', '新塘新世界花园万象苑  | 2室2厅 | 87.12平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2014年建塔楼  -  新塘', '220万', '单价25253元/平米')
('https://image1.ljcdn.com/440100-inspection/48c930b8-37f3-4146-8b93-4b34ad08f8fd.jpg.296x216.jpg', '碧桂园凤凰城凤妍苑 2室2厅 268万', '碧桂园凤凰城凤妍苑  | 2室2厅 | 104.07平米 | 东南 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '268万', '单价25752元/平米')
('https://image1.ljcdn.com/440100-inspection/aa4fc50e-d81e-41d6-bdbc-74090a86586a.jpg.296x216.jpg', '翡翠绿洲 育才阳光苑 精装大四房', '翡翠绿洲育才阳光苑  | 4室2厅 | 157.71平米 | 北 | 精装 | 有电梯', '高楼层(共11层)2011年建塔楼  -  凤凰城', '365万', '单价23144元/平米')
('https://image1.ljcdn.com/440100-inspection/fb0e19f6-53a9-4384-a418-aeee8219e024.jpg.296x216.jpg', '凤凰城风盈苑 带阁楼80平方 高层东南向', '碧桂园凤凰城凤盈苑  | 4室2厅 | 134平米 | 东南 | 简装 | 有电梯', '高楼层(共11层)2002年建塔楼  -  凤凰城', '345万', '单价25747元/平米')
('https://image1.ljcdn.com/440100-inspection/c6353f03-1aed-4196-8dc6-aa728b605e02.jpg.296x216.jpg', '水电广场 2室1厅 168万', '水电广场  | 2室1厅 | 74.72平米 | 东 | 其他 | 有电梯', '高楼层(共23层)2015年建塔楼  -  新塘', '168万', '单价22484元/平米')
('https://image1.ljcdn.com/440100-inspection/bc5be003-26b1-4990-8d40-87bb24bf6b90.jpg.296x216.jpg', '森林半岛 南向三房 对流户型 望小区花园', '翡翠绿洲森林半岛  | 3室2厅 | 124.42平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2011年建塔楼  -  凤凰城', '350万', '单价28131元/平米')
('https://image1.ljcdn.com/440100-inspection/2ef0d403-1985-47f4-8645-22bfcc8ef594.jpg.296x216.jpg', '金泽豪庭 3房2厅 290万元', '金泽豪庭  | 3室2厅 | 117平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2009年建塔楼  -  新塘', '290万', '单价24787元/平米')
('https://image1.ljcdn.com/440100-inspection/a1212028-0ebb-419a-8a7c-5e323237e90a.jpg.296x216.jpg', '凤仪苑 简装 采光充足 保养得宜 小区安静', '碧桂园凤凰城凤仪苑  | 2室1厅 | 78.54平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '195万', '单价24829元/平米')
('https://image1.ljcdn.com/440100-inspection/4f604191-a8b4-4282-a657-98e772eb313c.jpg.296x216.jpg', '水电广场南向精装 配套成熟', '水电广场  | 1室1厅 | 55平米 | 南 | 其他 | 有电梯', '低楼层(共23层)2015年建塔楼  -  新塘', '110万', '单价20000元/平米')
('https://image1.ljcdn.com/440100-inspection/4a814877-882c-44ac-8fd0-7f06d632edf9.jpg.296x216.jpg', '汇东国际花园 一房 保养新', '汇东国际花园  | 1室0厅 | 43.61平米 | 北 | 简装 | 有电梯', '中楼层(共26层)2012年建塔楼  -  新塘', '105万', '单价24078元/平米')
('https://image1.ljcdn.com/440100-inspection/193f4391-f865-4e25-b77d-c38d62ce5c5c.jpg.296x216.jpg', '凤凰城凤馨苑 高层望小区 三房对流户型 安静', '碧桂园凤凰城凤馨苑  | 3室2厅 | 96平米 | 西 | 其他 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '240万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/c49cff6d-3737-4fc4-a031-7624659fe9c4.jpg.296x216.jpg', '金泽 舒适三房', '金泽豪庭  | 3室2厅 | 142.6平米 | 南 北 | 精装 | 有电梯', '中楼层(共26层)2009年建塔楼  -  新塘', '340万', '单价23843元/平米')
('', '新康花园 3室2厅 260万', '新康花园  | 3室2厅 | 176.26平米 | 南 | 精装 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '260万', '单价14751元/平米')
('https://image1.ljcdn.com/440100-inspection/7bbcdbb2-eff0-4855-8481-4c078e4699f1.jpg.296x216.jpg', '盛世宏城汇 精装两房', '新都盛世名门宏城汇  | 2室2厅 | 76平米 | 南 北 | 精装 | 有电梯', '低楼层(共22层)2012年建塔楼  -  新塘', '193万', '单价25395元/平米')
('https://image1.ljcdn.com/440100-inspection/60a691bc-00b5-4b83-a598-4bad436a152e.jpg.296x216.jpg', '海伦堡 精装三居室 带主套', '广州海伦堡  | 3室2厅 | 95.63平米 | 东南 | 精装 | 有电梯', '高楼层(共18层)2008年建塔楼  -  新塘', '210万', '单价21960元/平米')
('', '金地荔湖城水立方 1室1厅 76.980003万', '金地荔湖城水立方  | 1室1厅 | 46.38平米 | 南 北 | 精装', '中楼层(共33层)塔楼  -  中新镇', '77万', '单价16598元/平米')
('https://image1.ljcdn.com/440100-inspection/89d93b72-44e1-4ed3-8593-dd8c620214f5.jpg.296x216.jpg', '广州海伦堡 电梯东南向三房 环境优美', '广州海伦堡  | 3室2厅 | 95.63平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2008年建塔楼  -  新塘', '255万', '单价26666元/平米')
('https://image1.ljcdn.com/440100-inspection/285d517c-eb24-47bf-ada2-387f74a21f52.jpg.296x216.jpg', '（lianjia） 适宜居住 交通便利', '碧桂园凤凰城凤盈苑  | 2室1厅 | 78.22平米 | 西 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '175万', '单价22373元/平米')
('https://image1.ljcdn.com/440100-inspection/a0bc4714-f928-4005-8632-798d7d8143db.jpg.296x216.jpg', '凤凰城凤锦苑 南向三房', '碧桂园凤凰城凤锦苑  | 3室2厅 | 122平米 | 西北 | 毛坯 | 有电梯', '低楼层(共26层)2002年建塔楼  -  凤凰城', '295万', '单价24181元/平米')
('https://image1.ljcdn.com/440100-inspection/0e819739-2d45-4cc7-bc5f-a4045f98db5d.jpg.296x216.jpg', '汇东国际 精装三房', '汇东国际花园  | 3室2厅 | 112.9平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2017年建塔楼  -  新塘', '290万', '单价25687元/平米')
('https://image1.ljcdn.com/440100-inspection/524bce61-7eda-494a-aced-05e586ee7d58.jpg.296x216.jpg', '凤凰城凤锦苑   南向三房  位置安静', '碧桂园凤凰城凤锦苑  | 3室2厅 | 105平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '272万', '单价25905元/平米')
('https://image1.ljcdn.com/440100-inspection/9b463ea2-c63b-438e-b82b-fce9d7ca5e28.jpg.296x216.jpg', '东凌广场 新东城 毛坯南向3房', '东凌广场  | 3室2厅 | 109.6平米 | 南 | 毛坯 | 有电梯', '低楼层(共31层)2014年建塔楼  -  凤凰城', '263万', '单价23997元/平米')
('https://image1.ljcdn.com/440100-inspection/1c8ea4a0-e72d-4b0b-96e4-308767031ba2.jpg.296x216.jpg', '东方名都 大户型 出行方便', '东方名都  | 5室2厅 | 186平米 | 南 北 | 其他 | 有电梯', '高楼层(共30层)2013年建塔楼  -  新塘', '398万', '单价21398元/平米')
('https://image1.ljcdn.com/440100-inspection/58b7f334-abfd-4d5a-a832-f880b7d8a01d.jpg.296x216.jpg', '新世界嘉华苑精装三房', '新塘新世界花园嘉华苑  | 3室2厅 | 102.33平米 | 北 | 其他 | 无电梯', '中楼层(共7层)塔楼  -  新塘', '200万', '单价19545元/平米')
('https://image1.ljcdn.com/440100-inspection/1bef4af5-6c77-4ab4-a97d-f635ffff475f.jpg.296x216.jpg', '合生湖山国际 精致大三房 高楼层', '合生湖山国际  | 3室2厅 | 148平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2008年建塔楼  -  凤凰城', '315万', '单价21284元/平米')
('https://image1.ljcdn.com/440100-inspection/f28c3baf-09a5-4d73-83c3-b136ce559ff1.jpg.296x216.jpg', '实用三方 户型方正', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '238万', '单价25592元/平米')
('https://image1.ljcdn.com/440100-inspection/4e72d2b1-3cae-4c52-b386-3f7195b54fac.jpg.296x216.jpg', '汇东国际 南向高层 视野开阔', '汇东国际花园  | 3室2厅 | 128平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2017年建塔楼  -  新塘', '295万', '单价23047元/平米')
('https://image1.ljcdn.com/440100-inspection/50279efa-1e83-4d84-be25-b189a23fcbb3.jpg.296x216.jpg', '力诚凯怡湾 3室2厅 265万', '力诚凯怡湾  | 3室2厅 | 106.03平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2013年建塔楼  -  新塘', '265万', '单价24993元/平米')
