('https://image1.ljcdn.com/440100-inspection/6041f7ad-fc9d-431d-b322-271380747104.jpg.296x216.jpg', '小康人家 2室2厅 360万', '小康人家  | 2室2厅 | 89.76平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  坑口', '360万', '单价40107元/平米')
('https://image1.ljcdn.com/440100-inspection/f67eac4e-8bf5-4ef0-9357-5ad8f84f35d9.jpg.296x216.jpg', '蓬莱路蓬莱西大街 2室1厅 203万', '蓬莱路蓬莱西大街  | 2室1厅 | 61.97平米 | 南 | 其他 | 无电梯', '中楼层(共8层)板楼  -  黄沙', '203万', '单价32758元/平米')
('https://image1.ljcdn.com/440100-inspection/1a507aaa-cee4-4803-b73d-ec0659aa313d.jpg.296x216.jpg', '保利塞纳维拉 精致三房', '保利塞纳维拉  | 3室2厅 | 112平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  龙溪', '358.4万', '单价32000元/平米')
('https://image1.ljcdn.com/440100-inspection/fd5f25d6-07b9-444d-9a43-82df501234db.jpg.296x216.jpg', '龙津大厦 高层三房 厅出阳台', '龙津大厦  | 3室2厅 | 166.8平米 | 东 | 其他 | 有电梯', '高楼层(共32层)1997年建塔楼  -  西关', '750万', '单价44965元/平米')
('https://image1.ljcdn.com/440100-inspection/fee83f1f-df85-4e22-b75b-265b15f5b102.jpg.296x216.jpg', '芳村花园 精致两房 小区管理', '芳村花园  | 2室2厅 | 83平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)1999年建塔楼  -  龙溪', '300万', '单价36145元/平米')
('https://image1.ljcdn.com/440100-inspection/1f598a1a-f514-4088-b7f3-de0ca7a81ab6.jpg.296x216.jpg', '桥东小区 2室1厅 138万', '桥东小区  | 2室1厅 | 46.83平米 | 西南 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  滘口', '138万', '单价29469元/平米')
('https://image1.ljcdn.com/440100-inspection/93a3edce-833d-4269-b823-b031dbd9273e.jpg.296x216.jpg', '芳村花园 精装三房 南向园景 方便看楼', '芳村花园  | 3室2厅 | 110.95平米 | 南 | 其他 | 有电梯', '高楼层(共32层)1999年建塔楼  -  龙溪', '400万', '单价36053元/平米')
('https://image1.ljcdn.com/440100-inspection/6287b3f6-018c-4d8e-bfb7-224806aef6e9.jpg.296x216.jpg', '荔湾区 芦荻街 大两房 格局方正 配套完善', '金花小区  | 2室1厅 | 68.8平米 | 南 | 其他 | 无电梯', '中楼层(共9层)2003年建塔楼  -  西华路', '295万', '单价42878元/平米')
('https://image1.ljcdn.com/440100-inspection/66476db1-971e-44e9-b036-d2d025abbe1f.jpg.296x216.jpg', '荔湾广场 交通方便 配套成熟', '荔湾广场  | 3室2厅 | 95.53平米 | 东北 | 简装 | 有电梯', '低楼层(共30层)2000年建塔楼  -  人民路', '235万', '单价24600元/平米')
('https://image1.ljcdn.com/440100-inspection/711fa179-1dc5-4907-ad62-f283728de604.jpg.296x216.jpg', '四季花园，五房户型，东向！', '四季花园  | 5室2厅 | 161.07平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  坑口', '580万', '单价36010元/平米')
('https://image1.ljcdn.com/440100-inspection/a191869e-7686-4280-9231-47979c6ca758.jpg.296x216.jpg', '龙津大厦 高层复式单位', '龙津大厦  | 4室2厅 | 220平米 | 东 | 其他 | 有电梯', '高楼层(共32层)1997年建塔楼  -  西关', '1100万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/e51dbc9b-79b2-40c4-bf37-1f0bfc5b2467.jpg.296x216.jpg', '金道花园 实用大两房 位置安静', '金道花园  | 2室1厅 | 71.45平米 | 南 | 其他', '高楼层(共9层)塔楼  -  鹤洞', '210万', '单价29392元/平米')
('https://image1.ljcdn.com/440100-inspection/3a501b7e-9f9d-42f0-b612-7a9baa7746a9.jpg.296x216.jpg', '远大芳华都汇 2室2厅 175万', '远大芳华都汇  | 2室2厅 | 78.16平米 | 东北 | 精装 | 有电梯', '低楼层(共28层)2010年建塔楼  -  东塱', '175万', '单价22390元/平米')
('https://image1.ljcdn.com/440100-inspection/8b7775b4-4274-4d8a-9d5b-43ac85b94aa3.jpg.296x216.jpg', '裕兴苑 电梯高层两房 带天台花园', '裕兴苑  | 2室1厅 | 78平米 | 东北 | 其他 | 有电梯', '高楼层(共9层)2001年建塔楼  -  陈家祠', '360万', '单价46154元/平米')
('https://image1.ljcdn.com/440100-inspection/43647fda-ef48-4286-ac3a-c16dee46c7fd.jpg.296x216.jpg', '周门路 2室1厅 190万', '周门路  | 2室1厅 | 51.68平米 | 东南 | 其他', '中楼层(共8层)塔楼  -  荔湾路', '190万', '单价36765元/平米')
('https://image1.ljcdn.com/440100-inspection/7946f01c-fb14-424f-b4a8-9332f6910ff8.jpg.296x216.jpg', '茶窖新村 新装修 南向单位', '茶滘新村  | 2室1厅 | 46.61平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1999年建塔楼  -  茶滘', '150万', '单价32182元/平米')
('https://image1.ljcdn.com/440100-inspection/ce20d5c4-ca5d-4092-83ac-fce68d81ff87.jpg.296x216.jpg', '荔港南湾 实用三房带主套 中层望江', '荔港南湾  | 3室2厅 | 116平米 | 西南 | 其他 | 有电梯', '中楼层(共34层)2008年建塔楼  -  南岸路', '480万', '单价41380元/平米')
('https://image1.ljcdn.com/440100-inspection/8013c5ce-fcea-46f0-b7fd-ce9c66b39ac8.jpg.296x216.jpg', '恒宝华庭 复式格局 高层视野好', '恒宝华庭  | 3室2厅 | 153.6平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2000年建板楼  -  西关', '1200万', '单价78125元/平米')
('https://image1.ljcdn.com/440100-inspection/38c834cb-e9a0-4a9f-ad42-af3aa8004171.jpg.296x216.jpg', '证够五年 小区管理 中层单位', '金宇花园  | 2室1厅 | 68.39平米 | 南 北 | 其他 | 无电梯', '中楼层(共9层)1996年建塔楼  -  东塱', '185万', '单价27051元/平米')
('https://image1.ljcdn.com/440100-inspection/42fc14c4-eab4-4c5d-82e0-da24678966e4.jpg.296x216.jpg', '西湾路 协和社区 小两房', '西湾路  | 2室1厅 | 56.06平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1980年建塔楼  -  西村', '205万', '单价36568元/平米')
('https://image1.ljcdn.com/440100-inspection/5dda06e1-df1a-4753-99fc-f455381b1656.jpg.296x216.jpg', '万盛苑 高层3房 靓户型 交通便利', '万盛苑  | 3室2厅 | 105平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2005年建塔楼  -  芳村大道', '380万', '单价36191元/平米')
('https://image1.ljcdn.com/440100-inspection/ec846551-7a2f-4c08-a0ad-359188f4e1c8.jpg.296x216.jpg', '保利塞纳维拉 3室2厅 340万', '保利塞纳维拉  | 3室2厅 | 104.86平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2015年建塔楼  -  龙溪', '340万', '单价32425元/平米')
('https://image1.ljcdn.com/440100-inspection/efdda49e-0f8c-40bd-82bb-306cb39391b7.jpg.296x216.jpg', '观鹤小区 中层实用两房', '广钢观鹤小区  | 2室1厅 | 68.33平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1997年建塔楼  -  鹤洞', '165万', '单价24148元/平米')
('https://image1.ljcdn.com/440100-inspection/fe1d6167-adec-4c06-88ef-91bc1377f40c.jpg.296x216.jpg', '新世界逸彩庭园 南向 电梯3房 园林小区', '新世界逸彩庭园E区  | 3室1厅 | 103.96平米 | 东南 | 其他 | 有电梯', '中楼层(共20层)2007年建塔楼  -  滘口', '395万', '单价37996元/平米')
('https://image1.ljcdn.com/440100-inspection/9ee29727-82c4-47e7-9d9f-df4390afd862.JPG.296x216.jpg', '保利塞纳维拉 电梯三房 环境安静', '保利塞纳维拉  | 3室2厅 | 97.63平米 | 西北 | 精装 | 有电梯', '低楼层(共18层)2015年建塔楼  -  龙溪', '330万', '单价33802元/平米')
('https://image1.ljcdn.com/440100-inspection/fc505004-4337-40cb-9e20-a1015884f4b8.jpg.296x216.jpg', '芳村花园 东南向大3房 交通方便', '芳村花园  | 3室2厅 | 110.95平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)1999年建塔楼  -  龙溪', '430万', '单价38757元/平米')
('https://image1.ljcdn.com/440100-inspection/40343429-bdff-4ce2-b001-867bf4f14392.jpg.296x216.jpg', '鸿图苑 三房一厅 配套成熟 交通方便', '鸿图苑  | 3室2厅 | 87.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  汾水', '240万', '单价27429元/平米')
('https://image1.ljcdn.com/440100-inspection/40aaf277-b89a-4a16-9b2c-4f2c67408fd5.jpg.296x216.jpg', '芳村花园 精致三房 保养好', '芳村花园  | 3室2厅 | 110.95平米 | 南 | 其他 | 有电梯', '高楼层(共32层)1999年建塔楼  -  龙溪', '410万', '单价36954元/平米')
('https://image1.ljcdn.com/440100-inspection/d4aa29eb-e1b8-4309-bd22-31a7fd1e540d.jpg.296x216.jpg', '怡福花园 楼梯低层 通风采光好', '怡福花园  | 2室1厅 | 72.19平米 | 西北 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  滘口', '230万', '单价31861元/平米')
('https://image1.ljcdn.com/440100-inspection/37885c5e-f5bd-42a2-bbcc-7a68f4c2baa9.jpg.296x216.jpg', '茶滘路 东南向三房 三面单边采光', '茶滘路  | 3室1厅 | 95平米 | 东南 | 简装 | 无电梯', '中楼层(共9层)塔楼  -  汾水', '300万', '单价31579元/平米')
('https://image1.ljcdn.com/440100-inspection/e4d71618-b00f-45ec-b5bd-a666052761b6.jpg.296x216.jpg', '康乃馨苑 精致三房 低层通风舒适', '康乃馨苑  | 3室2厅 | 69.14平米 | 北 | 简装 | 无电梯', '低楼层(共9层)2000年建塔楼  -  坑口', '245万', '单价35436元/平米')
('https://image1.ljcdn.com/440100-inspection/ec0cbdfe-bf04-479d-970c-925f31336002.jpg.296x216.jpg', '西村 长乐花苑 大三房', '长乐花苑二期  | 3室1厅 | 130.58平米 | 南 | 其他 | 有电梯', '低楼层(共32层)1990年建塔楼  -  西村', '530万', '单价40589元/平米')
('https://image1.ljcdn.com/440100-inspection/d5716f2e-7b4c-451a-9ef4-8177eb7afa96.jpg.296x216.jpg', '乐怡居 电梯两房 交通便利 生活方便', '乐怡居  | 2室1厅 | 81.15平米 | 东 | 简装 | 有电梯', '中楼层(共33层)1996年建塔楼  -  花地大道', '300万', '单价36969元/平米')
('https://image1.ljcdn.com/440100-inspection/9be1ec3e-e200-49ac-aff5-e89df430a2c1.jpg.296x216.jpg', '万盛苑 高层2房 靓户型 交通便利', '万盛苑  | 2室2厅 | 72平米 | 北 | 简装 | 有电梯', '高楼层(共11层)2005年建塔楼  -  芳村大道', '298万', '单价41389元/平米')
('https://image1.ljcdn.com/440100-inspection/2eaefb4f-27fb-4a03-be40-3ab3a7ce37c6.JPG.296x216.jpg', '名汇商业大厦 3室2厅 388万', '名汇商业大厦  | 3室2厅 | 97.4平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2002年建塔楼  -  西关', '388万', '单价39836元/平米')
('https://image1.ljcdn.com/440100-inspection/46965ffd-cda1-4297-af01-2a9c1240bb9e.jpg.296x216.jpg', '红棉苑 中层实用两房 交通方便', '红棉苑南区  | 2室1厅 | 57平米 | 北 | 简装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  花地大道', '200万', '单价35088元/平米')
('https://image1.ljcdn.com/440100-inspection/37ac751a-9f20-4beb-88b4-6ac0f64ff877.jpg.296x216.jpg', '珠岛花园 低层一方 户型方正', '珠岛花园  | 1室1厅 | 40平米 | 东南 | 简装 | 无电梯', '中楼层(共9层)1995年建塔楼  -  大坦沙', '150万', '单价37500元/平米')
('https://image1.ljcdn.com/440100-inspection/21526356-ad6f-4436-ac8b-a32fb4e8136b.jpg.296x216.jpg', '万盛街 实用3房改2房交通方便电梯楼', '桥东小区  | 2室2厅 | 76.57平米 | 南 | 简装 | 有电梯', '中楼层(共9层)1995年建塔楼  -  滘口', '260万', '单价33956元/平米')
('https://image1.ljcdn.com/440100-inspection/996254e9-d7fe-4769-a6d1-9ab3c205e617.jpg.296x216.jpg', '金宇花园 舒适两房 南向望花园', '金宇花园  | 3室2厅 | 80平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1998年建塔楼  -  东塱', '218万', '单价27250元/平米')
('https://image1.ljcdn.com/440100-inspection/f3e3eefb-f9dd-4a7d-9107-46eead9e1231.jpg.296x216.jpg', '城启十三行 六房两厅 南北对流', '城启十三行广场  | 6室2厅 | 188.26平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2000年建塔楼  -  人民路', '800万', '单价42495元/平米')
('https://image1.ljcdn.com/440100-inspection/1237fc17-2d13-4840-a791-1de4b1efb19d.jpg.296x216.jpg', '恒宝华庭 高层东向 格局分布合理', '恒宝华庭  | 2室1厅 | 65平米 | 东 | 简装 | 有电梯', '高楼层(共31层)2000年建板楼  -  西关', '360万', '单价55385元/平米')
('https://image1.ljcdn.com/440100-inspection/2785fb1f-af86-47c9-9955-6219cbbce59d.jpg.296x216.jpg', '骏业阁 实用两房 采光通风好', '骏业阁  | 2室2厅 | 90.7平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2008年建塔楼  -  西关', '410万', '单价45204元/平米')
('https://image1.ljcdn.com/440100-inspection/43420970-8108-48fa-af1a-839b62b84d9a.jpg.296x216.jpg', '珠岛花园 东北向 江景园景 实用两房', '珠岛花园  | 3室2厅 | 65.37平米 | 东北 | 其他 | 有电梯', '中楼层(共12层)1995年建塔楼  -  大坦沙', '245万', '单价37479元/平米')
('https://image1.ljcdn.com/440100-inspection/11ad8eff-837e-48bd-908b-513be6124a68.jpg.296x216.jpg', '陈家祠地铁站 华福大厦 温馨舒适四房', '华福大厦  | 4室2厅 | 148.1平米 | 东北 | 精装 | 有电梯', '中楼层(共28层)2002年建塔楼  -  陈家祠', '666万', '单价44970元/平米')
('https://image1.ljcdn.com/440100-inspection/ab288347-6088-4c8d-8807-1d569bc41ae3.jpg.296x216.jpg', '金宇花园 原装双阳台两房', '金宇花园  | 2室1厅 | 71.5平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1999年建塔楼  -  东塱', '180万', '单价25175元/平米')
('https://image1.ljcdn.com/440100-inspection/00adbdc8-d07d-4d52-b0ec-fff8d983a6ac.jpg.296x216.jpg', '逸彩庭园 西北3房 位置安静 望花园', '新世界逸彩庭园朗逸庭  | 3室2厅 | 101平米 | 西北 | 其他 | 有电梯', '低楼层(共25层)2007年建塔楼  -  滘口', '385万', '单价38119元/平米')
('https://image1.ljcdn.com/440100-inspection/6fd68538-7485-4aa7-90d6-32249abf4646.jpg.296x216.jpg', '堤岸街 电梯3房 厅出阳台 南向单位', '芳村大道东  | 3室1厅 | 62.73平米 | 南 | 简装 | 无电梯', '中楼层(共9层)塔楼  -  芳村大道', '238万', '单价37941元/平米')
('https://image1.ljcdn.com/440100-inspection/4a0916dd-3a0a-4248-8b70-d76502186d03.jpg.296x216.jpg', '祥兴新村 电梯三房 精致装修 带私家花园', '祥兴新村  | 3室2厅 | 77.45平米 | 西 | 简装 | 无电梯', '低楼层(共9层)1998年建塔楼  -  滘口', '280万', '单价36153元/平米')
('https://image1.ljcdn.com/440100-inspection/66ee7e5c-2eb8-40d3-8e8d-7b08cc3ad484.jpg.296x216.jpg', '荔湾路 荔京阁 中楼层 复式大四房', '荔京阁  | 4室1厅 | 187.75平米 | 南 北 | 简装 | 有电梯', '低楼层(共20层)2002年建塔楼  -  荔湾路', '976万', '单价51985元/平米')
('https://image1.ljcdn.com/440100-inspection/0bf8c80d-9315-454e-8669-01d38a0ffaa1.jpg.296x216.jpg', '荔港南湾 房出阳台 温馨舒适 都有窗户', '荔港南湾  | 3室2厅 | 90平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)1999年建塔楼  -  南岸路', '360万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/ecfe69e8-4f3a-4796-aa84-de89a7605925.jpg.296x216.jpg', '金宇花园 带精装 三房单位 格局方正', '金宇花园  | 3室2厅 | 89平米 | 南 | 精装 | 无电梯', '中楼层(共10层)板楼  -  东塱', '260万', '单价29214元/平米')
('https://image1.ljcdn.com/440100-inspection/a712e117-02c8-4a5c-8ef9-a0c319c47227.jpg.296x216.jpg', '新世界逸彩庭园 三房带主套 地铁5号线', '新世界逸彩庭园G区  | 3室2厅 | 103.35平米 | 西北 | 其他 | 有电梯', '中楼层(共18层)2007年建塔楼  -  滘口', '400万', '单价38704元/平米')
('https://image1.ljcdn.com/440100-inspection/0756eb44-d9e2-4077-b1eb-afa1383ff455.jpg.296x216.jpg', '万盛苑 方正两房 北向望江', '万盛苑  | 2室2厅 | 80.15平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2005年建塔楼  -  芳村大道', '300万', '单价37430元/平米')
('https://image1.ljcdn.com/440100-inspection/50f990fb-bac6-4e02-8292-839c3c101331.jpg.296x216.jpg', '翠竹苑 电梯两房 中高层', '恒利翠竹苑一期  | 2室2厅 | 88.85平米 | 东北 | 其他 | 有电梯', '高楼层(共24层)2007年建塔楼  -  花地大道', '355万', '单价39955元/平米')
('https://image1.ljcdn.com/440100-inspection/dbba221d-5e7c-40f4-8a7d-e84fc97acf89.jpg.296x216.jpg', '发展商原装的精装修，方正实用的三房带主套', '万科金色康苑  | 3室2厅 | 123平米 | 东南 | 简装 | 有电梯', '低楼层(共31层)2008年建塔楼  -  陈家祠', '861万', '单价70000元/平米')
('https://image1.ljcdn.com/440100-inspection/84c2696a-eba3-4dd3-b0a8-b6fe5ab8894b.JPG.296x216.jpg', '沙面大街低层三房', '六二三路沙面  | 3室2厅 | 84.4平米 | 南 北 | 简装', '低楼层(共9层)塔楼  -  黄沙', '420万', '单价49764元/平米')
('https://image1.ljcdn.com/440100-inspection/fd87d04c-86ec-42a3-8798-c9c06d0aa546.jpg.296x216.jpg', '鹤洞广钢33层 户型方正 配套完善', '广钢33层  | 2室2厅 | 92.8平米 | 东南 | 精装 | 有电梯', '中楼层(共33层)塔楼  -  鹤洞', '285万', '单价30712元/平米')
('https://image1.ljcdn.com/440100-inspection/0f633c21-d8cc-4a3a-9bc6-1dbdc406fed6.jpg.296x216.jpg', '金道花园 电梯望花园 交通方便 生活便利', '金道花园  | 3室2厅 | 104平米 | 南 北 | 简装 | 有电梯', '低楼层(共22层)2000年建塔楼  -  鹤洞', '308万', '单价29616元/平米')
('https://image1.ljcdn.com/440100-inspection/0ce55a74-6fbd-4627-8090-562b2bef5a90.jpg.296x216.jpg', '芬芳小区 交通方便 配套成熟 间隔方正', '芬芳小区  | 2室1厅 | 64平米 | 东南 | 其他 | 无电梯', '中楼层(共9层)1996年建塔楼  -  汾水', '180万', '单价28125元/平米')
('https://image1.ljcdn.com/440100-inspection/8e00c935-4c84-4f8a-88bc-cb045a5ddf36.jpg.296x216.jpg', '侨康大厦 方正三房 采光好', '侨康大厦  | 3室2厅 | 100平米 | 北 | 其他 | 有电梯', '高楼层(共22层)2016年建塔楼  -  西关', '480万', '单价48000元/平米')
('https://image1.ljcdn.com/440100-inspection/ab85d5a3-e97a-4134-8a87-46d4eec28c27.jpg.296x216.jpg', '杉木栏路 2房2厅 160万元', '杉木栏路  | 2室2厅 | 71平米 | 东 | 其他', '高楼层(共9层)板楼  -  西关', '168万', '单价23662元/平米')
('https://image1.ljcdn.com/440100-inspection/0995d8c0-10c0-466c-8c68-36f6d170db22.jpg.296x216.jpg', '珠岛花园 二房二厅 正望花园', '珠岛花园  | 2室2厅 | 75.42平米 | 北 | 简装 | 有电梯', '低楼层(共12层)1995年建塔楼  -  大坦沙', '255万', '单价33811元/平米')
('https://image1.ljcdn.com/440100-inspection/d8f324dd-74e5-40a2-8d0f-702966ba8ac6.jpg.296x216.jpg', '广船鹤园小区 实用两房 南向望花园', '广船鹤园小区  | 2室2厅 | 80平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)塔楼  -  鹤洞', '230万', '单价28750元/平米')
('https://image1.ljcdn.com/440100-inspection/22fb068e-acbc-4e29-bd3c-8d3a79559a8b.jpg.296x216.jpg', '金宇花园 低楼层 管理式小区 生活配套齐', '金宇花园  | 2室1厅 | 42平米 | 东南 | 简装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  东塱', '115万', '单价27381元/平米')
('https://image1.ljcdn.com/440100-inspection/889e63de-4c38-4268-a07b-39eeac3e9db9.jpg.296x216.jpg', '中信西关海 大户型 装修保养好 一线江景', '西关海  | 4室2厅 | 284.54平米 | 西南 | 其他 | 有电梯', '低楼层(共16层)2012年建塔楼  -  南岸路', '1350万', '单价47445元/平米')
