('https://image1.ljcdn.com/440100-inspection/e0df61a8-104b-4ab7-9c42-4a78695b301f.jpg.296x216.jpg', '中层 南向 全线江景 二沙岛园景 小蛮腰夜景', '碧海湾  | 6室2厅 | 370.12平米 | 东南 | 精装 | 有电梯', '中楼层(共28层)2003年建塔楼  -  珠江新城西', '2670万', '单价72139元/平米')
('https://image1.ljcdn.com/440100-inspection/3a0952e7-4e43-4902-b498-048736218cd4.jpg.296x216.jpg', '东圃大马路 三房 装修不错', '东圃大马路  | 3室2厅 | 59.8平米 | 东 | 其他 | 无电梯', '中楼层(共8层)1999年建塔楼  -  东圃', '200万', '单价33445元/平米')
('https://image1.ljcdn.com/440100-inspection/1a162093-76e4-4704-87db-0ddac22d3087.jpg.296x216.jpg', '东颖楼大三房  安静舒适 格局方正带平台', '东颖楼  | 3室1厅 | 99.35平米 | 东 西 | 精装 | 无电梯', '低楼层(共9层)1997年建塔楼  -  员村', '415万', '单价41772元/平米')
('https://image1.ljcdn.com/440100-inspection/34fa4635-938e-4423-9a4c-a295e4e2d34e.jpg.296x216.jpg', '天成大厦 电梯3房 欧式装修 小区管理好', '天成大厦  | 3室2厅 | 86.29平米 | 西北 | 精装 | 有电梯', '高楼层(共32层)2002年建塔楼  -  龙口西', '520万', '单价60262元/平米')
('https://image1.ljcdn.com/440100-inspection/93ae62cc-0c01-4208-9463-4ce6bfc0bb49.jpg.296x216.jpg', '瑞心苑 两房户型方正 高层视野好', '瑞心苑  | 2室2厅 | 77.59平米 | 东南 | 简装 | 有电梯', '高楼层(共15层)2000年建塔楼  -  粤垦', '365万', '单价47043元/平米')
('https://image1.ljcdn.com/440100-inspection/85d5304c-2ede-44ee-ac6a-765c290e15bf.jpg.296x216.jpg', '蚕业研究所宿舍 小区环境好 舒适2房', '蚕业研究所宿舍  | 2室1厅 | 62.98平米 | 南 北 | 其他', '低楼层(共3层)1995年建塔楼  -  东莞庄', '295万', '单价46841元/平米')
('https://image1.ljcdn.com/440100-inspection/c0e4b480-7678-4815-81bc-7ef673255727.jpg.296x216.jpg', '华南理工大学宿舍南秀村 3室2厅 580万', '华南理工大学宿舍南秀村  | 3室2厅 | 98.94平米 | 南 | 其他 | 无电梯', '低楼层(共9层)2003年建塔楼  -  东莞庄', '580万', '单价58622元/平米')
('https://image1.ljcdn.com/440100-inspection/ec2e3622-1460-4425-ab9b-97e472bcc3f1.jpg.296x216.jpg', '金建苑 1室1厅 195万', '金建苑  | 1室1厅 | 41.01平米 | 东 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  东莞庄', '195万', '单价47550元/平米')
('https://image1.ljcdn.com/440100-inspection/fa11a2b7-c7cf-40a5-8936-7442297c7c2d.jpg.296x216.jpg', '天逸名都 南向两房 精致装修', '天逸名都  | 1室2厅 | 88.71平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2002年建塔楼  -  龙口西', '578万', '单价65157元/平米')
('https://image1.ljcdn.com/440100-inspection/b84b18e5-0bf8-47e6-8f81-ed3ae17c6125.jpg.296x216.jpg', '银利新村 方正三房 小区管理', '银利新村  | 3室1厅 | 89.85平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)1995年建塔楼  -  沙太南', '332万', '单价36951元/平米')
('https://image1.ljcdn.com/440100-inspection/858d15eb-5f15-4b17-a12c-85a880eac3fe.jpg.296x216.jpg', '太阳广场 3室2厅 580万', '太阳广场  | 3室2厅 | 99.56平米 | 南 | 其他 | 有电梯', '中楼层(共18层)1997年建塔楼  -  天润路', '580万', '单价58257元/平米')
('https://image1.ljcdn.com/440100-inspection/240beb98-bb0a-458d-83e4-a527aa8358a3.jpg.296x216.jpg', '加拿大花园 电梯一房一厅 精装修保养好 方正实用', '加拿大花园  | 1室1厅 | 46.5平米 | 北 | 精装 | 有电梯', '中楼层(共28层)1995年建塔楼  -  华景新城', '223万', '单价47957元/平米')
('https://image1.ljcdn.com/440100-inspection/05d5be57-383a-4d75-8874-9909d34d113f.jpg.296x216.jpg', '省农科院 电梯三房 安静舒适 环境优美', '省农科院中区  | 3室1厅 | 88.4平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2000年建板楼  -  五山', '500万', '单价56562元/平米')
('https://image1.ljcdn.com/440100-inspection/5300c220-890b-4583-a5e7-51b6c8429ef0.jpg.296x216.jpg', '南国嘉园苹果城 方正户型 采光好', '南国嘉园  | 3室2厅 | 89平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2005年建塔楼  -  东圃', '430万', '单价48315元/平米')
('https://image1.ljcdn.com/440100-inspection/d69d0fc9-0e37-4ef4-9ba3-6d570482a7ab.jpg.296x216.jpg', '太阳广场 3室2厅 585万', '太阳广场  | 3室2厅 | 97.14平米 | 东 西 | 其他 | 有电梯', '高楼层(共19层)1997年建塔楼  -  天润路', '585万', '单价60223元/平米')
('https://image1.ljcdn.com/440100-inspection/6c7cb2b4-10fc-4a48-b62f-82e3d657723f.jpg.296x216.jpg', '育兰小区 准电梯 南向 大三房', '育兰小区黄埔大道西路  | 3室2厅 | 96.27平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)1996年建塔楼  -  天河南', '433万', '单价44978元/平米')
('https://image1.ljcdn.com/440100-inspection/8af79aea-1e2a-4951-a8e5-2da2b662ecd1.jpg.296x216.jpg', '都市兰亭 户型方正 采光通风好', '都市兰亭花园  | 3室1厅 | 80.88平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2002年建塔楼  -  员村', '480万', '单价59348元/平米')
('https://image1.ljcdn.com/440100-inspection/02ad046f-88c4-41e1-94f8-691a8dd9db90.jpg.296x216.jpg', '广之旅精装大两房拎包住送40平米露台', '广之旅大厦  | 2室2厅 | 91.29平米 | 北 | 其他', '高楼层(共22层)塔楼  -  东莞庄', '365万', '单价39983元/平米')
('https://image1.ljcdn.com/440100-inspection/82f37a93-c1ed-41ac-bcc6-9f13535909ea.jpg.296x216.jpg', '中海康城 高层南向大户型 安静舒适', '中海康城  | 2室2厅 | 84.15平米 | 西 | 其他 | 有电梯', '中楼层(共20层)2002年建塔楼  -  黄村', '335万', '单价39810元/平米')
('https://image1.ljcdn.com/440100-inspection/4a9c08d6-14ff-4c1d-a326-933ec7865f47.jpg.296x216.jpg', '赛拉维  安静望花园 双阳台 通风舒适', '赛拉维  | 4室2厅 | 128平米 | 西 | 其他 | 有电梯', '低楼层(共19层)2002年建塔楼  -  员村', '698万', '单价54532元/平米')
('https://image1.ljcdn.com/440100-inspection/50369549-2d4d-4551-a0c4-c75081848174.jpg.296x216.jpg', '德荣小区 南北对流 实用三房', '德荣小区  | 3室2厅 | 117.4平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)1995年建塔楼  -  龙口西', '640万', '单价54515元/平米')
('https://image1.ljcdn.com/440100-inspection/08d9f040-d930-4358-a72f-cf4e0419defd.jpg.296x216.jpg', '华景新城 南向四居室 户型好安静舒适', '华景新城逸意居  | 4室2厅 | 171.94平米 | 南 | 简装 | 有电梯', '低楼层(共31层)1998年建塔楼  -  华景新城', '898万', '单价52228元/平米')
('https://image1.ljcdn.com/440100-inspection/8c339a25-d4b4-45c3-9d25-ffeb832b5f08.jpg.296x216.jpg', '广之旅精装大三房拎包住送25平米露台', '广之旅大厦  | 3室2厅 | 83.79平米 | 北 | 其他', '高楼层(共22层)塔楼  -  东莞庄', '336万', '单价40101元/平米')
('https://image1.ljcdn.com/440100-inspection/f91f3626-cf44-43c9-9686-1db9b7f51c2a.jpg.296x216.jpg', '富力新村 正规三房 精装通风', '富力新村  | 3室2厅 | 82.14平米 | 东北 | 其他 | 无电梯', '高楼层(共9层)1994年建塔楼  -  东圃', '240万', '单价29219元/平米')
('https://image1.ljcdn.com/440100-inspection/952c9c4b-db2d-4af5-99ee-d8fc55e0a4c1.jpg.296x216.jpg', '广利路 南向两房 户型方正', '广利路  | 2室2厅 | 74平米 | 南 北 | 精装 | 无电梯', '低楼层(共9层)1999年建塔楼  -  天河南', '333万', '单价45000元/平米')
('https://image1.ljcdn.com/440100-inspection/bbeba5e5-0a49-4c34-a206-7de14a4a7141.jpg.296x216.jpg', '翠拥华庭锋尚 1室0厅 210万', '翠拥华庭锋尚  | 1室0厅 | 46.73平米 | 西 | 精装 | 有电梯', '高楼层(共27层)2008年建塔楼  -  车陂', '210万', '单价44940元/平米')
('https://image1.ljcdn.com/440100-inspection/b62e72ec-d66c-4cc9-9c03-0a4ae29e89f8.jpg.296x216.jpg', '育蕾小区 两房一厅 户型方正 配套齐全', '育蕾小区育蕾二街  | 2室1厅 | 70.07平米 | 东北 | 简装 | 无电梯', '高楼层(共9层)1993年建塔楼  -  天河南', '420万', '单价59941元/平米')
('https://image1.ljcdn.com/440100-inspection/3702cae8-dc38-475c-98d9-7df6151e57b4.jpg.296x216.jpg', '九州海誉居 南向大三房 视野开阔', '九洲海誉居  | 3室2厅 | 113平米 | 西南 | 精装', '中楼层(共34层)塔楼  -  东莞庄', '850万', '单价75222元/平米')
('https://image1.ljcdn.com/440100-inspection/6ef7cdd9-0e95-4afe-8bc6-3847c727810d.jpg.296x216.jpg', '先烈东路 沙河西街  交通方便', '先烈东路沙河西街  | 2室1厅 | 63.7平米 | 西 | 其他 | 无电梯', '高楼层(共9层)塔楼  -  沙河', '180万', '单价28258元/平米')
('https://image1.ljcdn.com/440100-inspection/90a3a629-ccf2-4c1e-a7fa-0f1838117fe3.jpg.296x216.jpg', '华港花园 一梯两户  南向二房', '华港花园  | 2室1厅 | 86.4平米 | 南 | 简装 | 无电梯', '低楼层(共8层)2004年建塔楼  -  天河公园', '609万', '单价70487元/平米')
('https://image1.ljcdn.com/440100-inspection/61e4b837-4965-4307-8a10-30ab9d36cd38.jpg.296x216.jpg', '南粤阁 东南向大三房 格局方正', '南粤阁  | 3室1厅 | 109平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)1998年建塔楼  -  天河北', '550万', '单价50459元/平米')
('https://image1.ljcdn.com/440100-inspection/7b25f4b0-c1a2-4a59-bf6b-6cf14779fc7b.jpg.296x216.jpg', '金碧翡翠华庭 2室2厅 530万', '金碧翡翠华庭  | 2室2厅 | 79.82平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2007年建塔楼  -  天润路', '530万', '单价66400元/平米')
('https://image1.ljcdn.com/440100-inspection/b551dc02-5eb6-4abc-ad8f-aedc9408c020.jpg.296x216.jpg', '东晖花园 户型方正三房 交通便利', '东晖花园  | 3室2厅 | 125.28平米 | 西南 | 简装 | 有电梯', '中楼层(共9层)1999年建塔楼  -  天河公园', '798万', '单价63698元/平米')
('https://image1.ljcdn.com/440100-inspection/422e276f-18cd-4940-9d2f-96d434cf2c46.jpg.296x216.jpg', '嘉宝华庭 精装修 温馨住家', '嘉宝华庭  | 3室2厅 | 114平米 | 西 | 其他 | 有电梯', '低楼层(共29层)2008年建塔楼  -  龙口西', '685万', '单价60088元/平米')
('https://image1.ljcdn.com/440100-inspection/fbd36b62-c8d9-46e4-8eea-7e6dce02f7bc.jpg.296x216.jpg', '舒适三房 安静不吵 户型方正', '半山雍景苑  | 3室2厅 | 86平米 | 东北 | 其他 | 有电梯', '低楼层(共16层)2000年建塔楼  -  汇景新城', '480万', '单价55814元/平米')
('https://image1.ljcdn.com/440100-inspection/0767df60-3c59-4edd-94c1-923e434b9343.jpg.296x216.jpg', '嘉裕公馆 高层大三房 户型方正 高楼层景观好', '嘉裕公馆  | 3室2厅 | 152.34平米 | 西 | 精装 | 有电梯', '高楼层(共33层)2015年建塔楼  -  珠江新城中', '1672万', '单价109755元/平米')
('https://image1.ljcdn.com/440100-inspection/2daf276f-7839-4282-8dcc-f21003b02199.jpg.296x216.jpg', '半山雍景苑 南向三房 安静舒适 户型好', '半山雍景苑  | 3室2厅 | 86.96平米 | 南 | 简装 | 有电梯', '低楼层(共13层)2000年建塔楼  -  汇景新城', '450万', '单价51748元/平米')
('https://image1.ljcdn.com/440100-inspection/eca4bc50-cc79-4973-95bf-bfbcb76ae7a0.jpg.296x216.jpg', '汇富花园 2室2厅 360万', '汇富花园  | 2室2厅 | 90.3平米 | 东 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  粤垦', '360万', '单价39868元/平米')
('https://image1.ljcdn.com/440100-inspection/85bdabef-400c-4ff3-af68-f95c50e20ff8.jpg.296x216.jpg', '华景新城陶然庭园 南向大四房 安静舒适', '华景新城陶然庭园  | 4室2厅 | 135.44平米 | 南 | 精装 | 有电梯', '低楼层(共35层)2007年建塔楼  -  华景新城', '820万', '单价60544元/平米')
('https://image1.ljcdn.com/440100-inspection/0c4cc009-0610-4d38-9f7a-cf3f96074c41.jpg.296x216.jpg', '瑞安创逸 安静舒适方正两房', '瑞安·创逸  | 2室2厅 | 95.78平米 | 北 | 精装 | 有电梯', '高楼层(共35层)2009年建塔楼  -  龙口东', '700万', '单价73085元/平米')
('https://image1.ljcdn.com/440100-inspection/b2b06a58-0915-4251-86fc-6408349b7ff9.jpg.296x216.jpg', '天河北金穗大厦大两房户型采光好', '金穗大厦  | 2室1厅 | 68平米 | 西北 | 精装 | 有电梯', '中楼层(共33层)1997年建塔楼  -  体育中心', '380万', '单价55883元/平米')
('https://image1.ljcdn.com/440100-inspection/06bbede8-37ec-4fb2-82b7-29075afeab16.jpg.296x216.jpg', '汇景新城棕榈园精装三房  东南向 安静小区 业主诚意卖', '汇景新城棕榈园  | 3室2厅 | 138.51平米 | 东南 | 精装 | 有电梯', '高楼层(共10层)2002年建板楼  -  汇景新城', '925万', '单价66783元/平米')
('https://image1.ljcdn.com/440100-inspection/82c40b3b-b823-495e-b0fd-4a9dbb073476.jpg.296x216.jpg', '星河苑 2房1厅  67方 送同面积屋顶', '星河苑  | 2室1厅 | 59.94平米 | 南 | 精装', '高楼层(共9层)1993年建塔楼  -  沙河', '185万', '单价30865元/平米')
('https://image1.ljcdn.com/440100-inspection/9ab02844-e7e8-4bcd-91ad-f74c765118c9.jpg.296x216.jpg', '骏景花园 3室2厅 610万', '骏景花园  | 3室2厅 | 116平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2000年建塔楼  -  棠下', '610万', '单价52587元/平米')
('https://image1.ljcdn.com/440100-inspection/638237e0-a16f-4f5e-a853-c88aad8e0f34.jpg.296x216.jpg', '勤天E品 精品两房 格局方正 户型实用', '勤天E品上馆  | 2室1厅 | 66平米 | 西北 | 其他 | 有电梯', '中楼层(共19层)2007年建塔楼  -  天河公园', '298万', '单价45152元/平米')
('https://image1.ljcdn.com/440100-inspection/954bf06f-7ba1-4b2b-bcea-54be812708cd.jpg.296x216.jpg', '华港花园 安静实用三房 南北双阳台', '华港花园  | 3室2厅 | 104.29平米 | 南 北 | 简装 | 无电梯', '低楼层(共9层)2004年建塔楼  -  天河公园', '618万', '单价59258元/平米')
('https://image1.ljcdn.com/440100-inspection/cba73c89-7bcc-40d6-8743-25abfb3959a2.jpg.296x216.jpg', '精装南向三房，采光通风好，配套实施齐，公立幼儿园', '润华大厦  | 3室2厅 | 108.75平米 | 西南 | 精装 | 有电梯', '高楼层(共26层)2000年建塔楼  -  天润路', '660万', '单价60690元/平米')
('https://image1.ljcdn.com/440100-inspection/02ba7020-9fa8-460e-b107-b17747bb8298.jpg.296x216.jpg', '伍仙花园 电梯两房', '伍仙花园B区  | 2室1厅 | 79.21平米 | 北 | 精装 | 有电梯', '低楼层(共11层)2002年建塔楼  -  沙太南', '325万', '单价41031元/平米')
('https://image1.ljcdn.com/440100-inspection/52f93220-92ad-4b60-aa17-bbb78993f6cf.jpg.296x216.jpg', '白水塘 大两房可改三房 户型方正', '白水塘  | 2室1厅 | 89平米 | 西 | 其他', '高楼层(共8层)塔楼  -  员村', '320万', '单价35956元/平米')
('https://image1.ljcdn.com/440100-inspection/0b66ed56-925d-4f5b-a896-b3864a7a2130.jpg.296x216.jpg', '嘉怡苑 实用二房 厅出阳台', '嘉怡苑  | 2室2厅 | 80.8平米 | 西 | 其他', '中楼层(共25层)塔楼  -  天河北', '520万', '单价64357元/平米')
('https://image1.ljcdn.com/440100-inspection/b92eef23-5905-4e29-9645-6dd793b53261.jpg.296x216.jpg', '天健上城 北向3房 自住装修好', '天健上城  | 3室2厅 | 81.34平米 | 北 | 精装 | 有电梯', '低楼层(共12层)塔楼  -  车陂', '360万', '单价44259元/平米')
('https://image1.ljcdn.com/440100-inspection/ef7eea93-45f5-4501-b6bf-6e017e256aee.jpg.296x216.jpg', '东方新世界 实用两房 安静望花园', '东方新世界  | 2室2厅 | 78.05平米 | 西 | 简装 | 有电梯', '低楼层(共24层)2009年建塔楼  -  天河公园', '510万', '单价65343元/平米')
('https://image1.ljcdn.com/440100-inspection/a1fd0b64-68d4-481f-8967-fe8b04da9a6f.jpg.296x216.jpg', '雅怡阁 南向两房 装修好', '雅怡阁  | 2室2厅 | 79.31平米 | 南 | 简装 | 有电梯', '低楼层(共23层)2000年建塔楼  -  东圃', '295万', '单价37196元/平米')
('https://image1.ljcdn.com/440100-inspection/1df6e2d1-a78e-4fee-ac20-5d7974c2ab9c.jpg.296x216.jpg', '金燕花园 南向电梯两房 精装修', '金燕花园  | 2室2厅 | 78.33平米 | 南 | 简装 | 有电梯', '高楼层(共26层)2002年建塔楼  -  粤垦', '360万', '单价45960元/平米')
('https://image1.ljcdn.com/440100-inspection/b0134991-8519-4e30-a5f9-1258e348508f.jpg.296x216.jpg', '阳光假日园   采光好   户型实用', '阳光假日园  | 2室1厅 | 80平米 | 西 | 其他 | 有电梯', '高楼层(共16层)2009年建塔楼  -  棠下', '385万', '单价48125元/平米')
('https://image1.ljcdn.com/440100-inspection/test-e1a53373-39b8-4410-8479-7f5459e48755.png.296x216.jpg', '嘉逸花园 精致小两房 通风透气 光线充足', '嘉逸花园  | 2室1厅 | 47.49平米 | 东南 | 其他 | 无电梯', '高楼层(共10层)1995年建塔楼  -  东莞庄', '165万', '单价34745元/平米')
('https://image1.ljcdn.com/440100-inspection/60042cf0-77ee-4c5f-ab1e-cf02b3864685.jpg.296x216.jpg', '丽晶华庭 实用三房 间隔方正', '丽晶华庭  | 3室2厅 | 125.86平米 | 北 | 精装 | 有电梯', '中楼层(共30层)1998年建塔楼  -  珠江新城西', '750万', '单价59591元/平米')
('https://image1.ljcdn.com/440100-inspection/7565e705-8587-4472-88c8-b62dd53f1f31.jpg.296x216.jpg', '赛拉维 舒适电梯两房 温馨舒适', '赛拉维  | 2室2厅 | 69.48平米 | 西南 | 精装 | 有电梯', '19层2008年建塔楼  -  员村', '400万', '单价57571元/平米')
('https://image1.ljcdn.com/440100-inspection/2a2aa633-9271-4df3-b961-c5247e0dd5e0.jpg.296x216.jpg', '天河新作 优雅舒适3房 花园小区', '天河新作  | 3室2厅 | 123.79平米 | 东 | 精装 | 有电梯', '中楼层(共32层)2006年建塔楼  -  体育中心', '920万', '单价74320元/平米')
('https://image1.ljcdn.com/440100-inspection/0ba90ad5-6716-4a14-b632-99c9181528f4.jpg.296x216.jpg', '东方新世界  高层视野好 一房可改两房 装修好', '东方新世界  | 1室2厅 | 72平米 | 东北 | 精装 | 有电梯', '中楼层(共26层)2007年建塔楼  -  天河公园', '485万', '单价67362元/平米')
('https://image1.ljcdn.com/440100-inspection/6e201db4-a1f7-4b67-bf82-eb121fe22f62.jpg.296x216.jpg', '天河广场 3室1厅 330万', '天河广场  | 3室1厅 | 99.3平米 | 东 | 简装 | 有电梯', '中楼层(共28层)1996年建塔楼  -  东圃', '330万', '单价33233元/平米')
('https://image1.ljcdn.com/440100-inspection/abd807f5-3572-4df2-a3e4-6efb2abbd220.jpg.296x216.jpg', '南国嘉园 2室1厅 330万', '南国嘉园  | 2室1厅 | 71.64平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2005年建塔楼  -  东圃', '330万', '单价46064元/平米')
('https://image1.ljcdn.com/440100-inspection/e088540d-c103-410b-bbac-8bd1f5765328.jpg.296x216.jpg', '金润大厦 3室2厅 560万', '金润大厦  | 3室2厅 | 87.38平米 | 东 | 精装 | 有电梯', '低楼层(共31层)2005年建塔楼  -  天润路', '560万', '单价64088元/平米')
('https://image1.ljcdn.com/440100-inspection/6b4c139e-4cc2-4f85-915c-a553f4dacf20.jpg.296x216.jpg', '员村四横路2号大院 精装两房 电梯 安静小区', '员村四横路2号大院  | 2室1厅 | 72.97平米 | 南 东北 | 精装 | 无电梯', '低楼层(共9层)1991年建塔楼  -  员村', '328万', '单价44950元/平米')
