('https://image1.ljcdn.com/440100-inspection/36abca9a-dbc8-4db3-8b5c-20f0a1dc5886.jpg.296x216.jpg', '嘉鸿花园金玫瑰园 2室1厅 288万', '嘉鸿花园金玫瑰园  | 2室1厅 | 69.35平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)1999年建塔楼  -  金碧', '288万', '单价41529元/平米')
('https://image1.ljcdn.com/440100-inspection/64f37aed-276e-4d48-8131-335a76ff57f9.jpg.296x216.jpg', '高雅湾 交通便利 配套完善 户型方正', '高雅湾  | 4室2厅 | 185平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)2010年建塔楼  -  滨江东', '1250万', '单价67568元/平米')
('https://image1.ljcdn.com/440100-inspection/37530eff-39f5-4bec-b7ab-09e34431834f.JPG.296x216.jpg', '丽景湾 4室2厅 1180万', '丽景湾  | 4室2厅 | 158.83平米 | 南 北 | 精装 | 有电梯', '低楼层(共33层)2002年建塔楼  -  滨江东', '1180万', '单价74294元/平米')
('https://image1.ljcdn.com/440100-inspection/be5371c9-2ce0-4e9e-9682-3d5df76a5fd2.JPG.296x216.jpg', '地铁2-8号线昌岗 中旅侨苑 正规电梯三房', '中旅侨苑  | 3室1厅 | 83.9平米 | 东北 | 简装 | 有电梯', '低楼层(共32层)2003年建塔楼  -  昌岗', '360万', '单价42909元/平米')
('https://image1.ljcdn.com/440100-inspection/1c74a7f7-b697-496b-abc3-951b4e1bdf96.jpg.296x216.jpg', '滨江东路 大院管理 温馨三房', '滨江东路549号大院  | 2室2厅 | 73.87平米 | 东 | 其他 | 无电梯', '低楼层(共9层)1993年建塔楼  -  滨江东', '270万', '单价36551元/平米')
('https://image1.ljcdn.com/440100-inspection/37cdfcb9-2acb-43d4-b9e0-11f28b59cddc.jpg.296x216.jpg', '嘉仕花园 实用东北向两房', '嘉仕花园  | 2室2厅 | 73平米 | 东北 | 简装 | 有电梯', '高楼层(共16层)2000年建塔楼  -  滨江东', '360万', '单价49316元/平米')
('https://image1.ljcdn.com/440100-inspection/c98f344b-eb08-4ca9-8aee-8ad24a52a277.jpg.296x216.jpg', '海珠半岛花园 三房带主套 中高层温馨实用', '海珠半岛花园  | 3室2厅 | 89.94平米 | 南 北 | 精装 | 有电梯', '低楼层(共31层)1997年建塔楼  -  滨江东', '490万', '单价54481元/平米')
('https://image1.ljcdn.com/440100-inspection/b5e5a182-cdea-4a6c-a3ea-7abd00b46c95.JPG.296x216.jpg', '户型方正 通风采光好', '丽景湾  | 5室2厅 | 107.88平米 | 南 北 | 其他 | 有电梯', '高楼层(共30层)2002年建塔楼  -  滨江东', '626万', '单价58028元/平米')
('https://image1.ljcdn.com/440100-inspection/65c5cd7d-5cd0-4ca9-b666-57f8064037e9.jpg.296x216.jpg', '翔韵雅居 正规电梯一房一厅 楼龄新', '翔韵雅居  | 1室1厅 | 47.36平米 | 西 | 精装 | 有电梯', '高楼层(共18层)2008年建塔楼  -  新港西', '290万', '单价61234元/平米')
('https://image1.ljcdn.com/440100-inspection/189dc2cf-33fb-4bb2-b95f-e666fac87459.jpg.296x216.jpg', '实用舒适单位 配套完善 低层三房', '万华花园  | 3室2厅 | 97平米 | 南 | 简装 | 无电梯', '中楼层(共8层)2005年建塔楼  -  金碧', '330万', '单价34021元/平米')
('https://image1.ljcdn.com/440100-inspection/50041f66-4727-4744-98d9-8382af369867.jpg.296x216.jpg', '晓港湾漾日云天 3室2厅 430万', '晓港湾漾日云天  | 3室2厅 | 101.54平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2004年建塔楼  -  金碧', '430万', '单价42348元/平米')
('https://image1.ljcdn.com/440100-inspection/3888c473-7ad3-45ea-a6da-da9c8a0e30f2.jpg.296x216.jpg', '金碧花园 户型方正 间隔舒适', '金碧花园第一金碧  | 2室1厅 | 67.97平米 | 西北 | 简装 | 有电梯', '低楼层(共22层)2000年建塔楼  -  金碧', '255万', '单价37517元/平米')
('https://image1.ljcdn.com/440100-inspection/7cdb426d-2a37-4a30-8fea-f437a793d29d.jpg.296x216.jpg', '保利花园 一楼复式带私家花园', '保利花园  | 4室2厅 | 152.08平米 | 东南 | 精装 | 无电梯', '低楼层(共6层)2000年建塔楼  -  工业大道中', '790万', '单价51947元/平米')
('https://image1.ljcdn.com/440100-inspection/dc8c4730-c072-4d23-845d-7b6b88d2a2e8.jpg.296x216.jpg', '江湾花苑  花园小区 中层安静 清新舒适', '江湾花苑  | 2室1厅 | 56.15平米 | 东北 | 精装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  滨江中', '230万', '单价40962元/平米')
('https://image1.ljcdn.com/440100-inspection/1b6e4418-ad28-4785-bdaa-894adef9bc35.jpg.296x216.jpg', '晓港湾 户型方正两房加书房', '晓港湾惠侨苑  | 3室1厅 | 68.28平米 | 南 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  金碧', '239万', '单价35003元/平米')
('https://image1.ljcdn.com/440100-inspection/51f01dc7-6ef7-4b91-b8fa-e8672a80b766.JPG.296x216.jpg', '晓港东马路 3室1厅 222万', '晓港东马路  | 3室1厅 | 68.85平米 | 南 | 简装 | 无电梯', '低楼层(共9层)塔楼  -  新港西', '222万', '单价32245元/平米')
('https://image1.ljcdn.com/440100-inspection/4bab34b1-0b7a-4d2a-9e8e-777da785f5c5.jpg.296x216.jpg', '嘉仕花园尚海轩 实用两房 户型方正', '嘉仕花园东区  | 2室2厅 | 70.12平米 | 北 | 精装 | 有电梯', '高楼层(共33层)2004年建塔楼  -  滨江东', '435万', '单价62037元/平米')
('https://image1.ljcdn.com/440100-inspection/d9bee565-16f3-40a3-88cd-46a4abc11848.jpg.296x216.jpg', '鸿运花园 2室2厅 265万', '鸿运花园  | 2室2厅 | 63.85平米 | 南 | 精装 | 无电梯', '低楼层(共8层)1995年建塔楼  -  赤岗', '265万', '单价41504元/平米')
('https://image1.ljcdn.com/440100-inspection/6735a068-1589-4781-b435-70cc3ea098cf.jpg.296x216.jpg', '金碧一期 大两房 带平台', '金碧花园第一金碧  | 2室2厅 | 70平米 | 西南 | 其他 | 有电梯', '低楼层(共22层)2000年建塔楼  -  金碧', '283万', '单价40429元/平米')
('https://image1.ljcdn.com/440100-inspection/2a341ea1-0cf7-49ac-8ef9-bf44c3205299.jpg.296x216.jpg', '翠城花园 3室2厅 508万', '翠城花园  | 3室2厅 | 98.01平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2009年建塔楼  -  江燕路', '508万', '单价51832元/平米')
('https://image1.ljcdn.com/440100-inspection/fb73290a-c004-4da4-b04c-f5d0ad411fce.JPG.296x216.jpg', '中山大学 环境优越 位置安静 百年校区', '中山大学宿舍蒲园区  | 1室1厅 | 50.1平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1980年建塔楼  -  新港西', '280万', '单价55889元/平米')
('https://image1.ljcdn.com/440100-inspection/1945ee38-5351-4d31-9973-684e5d2f753e.jpg.296x216.jpg', '金穗雅园 南向三房改两房 望小区花园', '金穗雅园  | 2室2厅 | 99.36平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2002年建塔楼  -  广州大道南', '500万', '单价50323元/平米')
('https://image1.ljcdn.com/440100-inspection/bc62bf5d-027b-4ae3-a93a-27d4b4f8c965.JPG.296x216.jpg', '雅景苑 1室1厅 158万', '雅景苑  | 1室1厅 | 40.45平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)2002年建塔楼  -  新港西', '158万', '单价39061元/平米')
('https://image1.ljcdn.com/440100-inspection/a3fb53b6-c0e6-4e14-85b2-4c34edd03776.jpg.296x216.jpg', '晓港湾晓城大厦 2室2厅 265万', '晓港湾晓城大厦  | 2室2厅 | 56.96平米 | 西南 | 简装 | 有电梯', '高楼层(共32层)2005年建塔楼  -  金碧', '265万', '单价46524元/平米')
('https://image1.ljcdn.com/440100-inspection/c89e072d-2d41-415b-9ab5-7cafb1ece350.jpg.296x216.jpg', '海琴湾 精装修 格局方正', '海琴湾  | 5室2厅 | 157.11平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2002年建塔楼  -  滨江东', '990万', '单价63014元/平米')
('https://image1.ljcdn.com/440100-inspection/815d9dc0-765c-40c7-9fb7-297c08546192.jpg.296x216.jpg', '嘉仕花园 实用舒适两房', '嘉仕花园东区  | 3室2厅 | 126平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2003年建塔楼  -  滨江东', '700万', '单价55556元/平米')
('https://image1.ljcdn.com/440100-inspection/e3ff08c0-5475-44fc-9ac2-f1b6661f9d5f.JPG.296x216.jpg', '富力银禧花园 改善三房 通风采光好', '富力银禧花园  | 3室2厅 | 116.22平米 | 东北 | 精装 | 有电梯', '中楼层(共20层)2005年建塔楼  -  滨江东', '715万', '单价61522元/平米')
('https://image1.ljcdn.com/440100-inspection/3d771847-3d5d-48d5-864d-e289e1056f67.jpg.296x216.jpg', '工业大道北 2室1厅 112万', '工业大道北  | 2室1厅 | 34.44平米 | 南 | 精装', '高楼层(共8层)塔楼  -  工业大道北', '112万', '单价32521元/平米')
('https://image1.ljcdn.com/440100-inspection/d747419e-dfea-43de-a24e-d6bbccb48ca6.JPG.296x216.jpg', '江南美景花园 2室2厅 305万', '江南美景花园  | 2室2厅 | 76平米 | 东北 | 简装 | 有电梯', '中楼层(共19层)1999年建塔楼  -  新港西', '305万', '单价40132元/平米')
('https://image1.ljcdn.com/440100-inspection/710d2844-64ab-4343-8f3c-7519dd8054ed.jpg.296x216.jpg', '兰亭颖园 南向两房 望花园 出行便利', '兰亭颖园  | 2室1厅 | 68.66平米 | 南 | 其他', '中楼层(共11层)2000年建塔楼  -  前进路', '400万', '单价58259元/平米')
('https://image1.ljcdn.com/440100-inspection/a8332616-6f06-401c-81ce-f4805a48a120.jpg.296x216.jpg', '户形方正  彩光好 全明屋 实用两房', '晓园新村晓园新  | 2室1厅 | 61.02平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1990年建塔楼  -  昌岗', '175万', '单价28680元/平米')
('https://image1.ljcdn.com/440100-inspection/b94d4bf8-a7e1-4fcf-affa-a1d331d050bf.JPG.296x216.jpg', '银业国际公寓 1室0厅 178万', '银业国际公寓  | 1室0厅 | 43平米 | 南 | 简装 | 有电梯', '高楼层(共29层)2009年建塔楼  -  广州大道南', '178万', '单价41396元/平米')
('https://image1.ljcdn.com/440100-inspection/c5be8ae8-19a5-4684-9ffc-bffd35c15cd5.JPG.296x216.jpg', '户型方正 通风采光好', '丽景湾  | 5室2厅 | 91.89平米 | 南 北 | 其他 | 有电梯', '高楼层(共30层)2002年建塔楼  -  滨江东', '533万', '单价58005元/平米')
('https://image1.ljcdn.com/440100-inspection/b5abde8c-1c5a-428f-8f1a-4212c0bc5a2c.jpg.296x216.jpg', '英豪花园，采光好单位', '英豪花园馨润尚寓  | 2室2厅 | 75平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2005年建塔楼  -  金碧', '335万', '单价44667元/平米')
('https://image1.ljcdn.com/440100-inspection/e92763f6-d108-409a-a7b3-785cf19c3d75.jpg.296x216.jpg', '金碧二期 实用两房 采光通风好', '金碧花园第二金碧  | 2室2厅 | 67.65平米 | 北 | 简装 | 有电梯', '高楼层(共28层)2000年建塔楼  -  金碧', '280万', '单价41390元/平米')
('https://image1.ljcdn.com/440100-inspection/f6ad46e7-75d1-4265-85cb-455fcb283781.JPG.296x216.jpg', '龙华苑 1室1厅 100万', '龙华苑  | 1室1厅 | 26.56平米 | 东南 | 其他 | 无电梯', '低楼层(共8层)塔楼  -  宝岗', '100万', '单价37651元/平米')
('https://image1.ljcdn.com/440100-inspection/469fa48f-3d3c-4089-9855-7eedfadf51e6.JPG.296x216.jpg', '嘉仕花园东区 3室2厅 548万', '嘉仕花园东区  | 3室2厅 | 92.95平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2003年建塔楼  -  滨江东', '548万', '单价58957元/平米')
('https://image1.ljcdn.com/440100-inspection/0b375183-f7bf-495c-8b30-b5018d475e8e.JPG.296x216.jpg', '穗花新村 原装电梯两房 户型方正 东南靓向', '穗花新村  | 2室1厅 | 73.94平米 | 东南 | 简装 | 有电梯', '中楼层(共20层)1997年建塔楼  -  昌岗', '328万', '单价44361元/平米')
('https://image1.ljcdn.com/440100-inspection/6aca0328-9008-49f0-a07f-4496822a6fa2.jpg.296x216.jpg', '会展西岸 南向三房 格局方正', '会展西岸  | 3室1厅 | 121平米 | 西南 | 精装 | 有电梯', '中楼层(共12层)2005年建塔楼  -  琶洲', '728万', '单价60166元/平米')
('https://image1.ljcdn.com/440100-inspection/ba30ddf8-5628-4d91-8e98-f8bf0621e256.jpg.296x216.jpg', '海珠半岛 家用装修 南向三房单位', '海珠半岛花园  | 3室2厅 | 89.94平米 | 南 | 精装 | 有电梯', '高楼层(共31层)1997年建塔楼  -  滨江东', '500万', '单价55593元/平米')
('https://image1.ljcdn.com/440100-inspection/a708962b-ecda-422c-9e7e-8f990935a590.jpg.296x216.jpg', '万寿雅苑 两房+书房 望花园', '万寿雅苑  | 3室2厅 | 79.48平米 | 东北 | 其他 | 有电梯', '中楼层(共14层)2003年建塔楼  -  前进路', '365万', '单价45924元/平米')
('https://image1.ljcdn.com/440100-inspection/371da0cd-69f6-4288-9b41-ea2dc4053c28.jpg.296x216.jpg', '业主诚意出售', '保利百合花园  | 3室2厅 | 93.62平米 | 东南 | 简装 | 有电梯', '低楼层(共21层)2004年建塔楼  -  江燕路', '430万', '单价45931元/平米')
('https://image1.ljcdn.com/440100-inspection/c90906db-a3f5-4605-9746-4cde982ef0fc.jpg.296x216.jpg', '星群药业 标准三房', '星群药业宿舍  | 3室2厅 | 73.84平米 | 南 | 精装 | 有电梯', '低楼层(共9层)1998年建塔楼  -  工业大道南', '280万', '单价37920元/平米')
('https://image1.ljcdn.com/440100-inspection/e0df60e2-ece2-4411-9ba6-825a217e49b1.jpg.296x216.jpg', '双子星城 复式舒适3房 装修保养挺好', '双子星城  | 3室2厅 | 62.36平米 | 北 | 简装 | 有电梯', '低楼层(共18层)2005年建塔楼  -  新港西', '300万', '单价48108元/平米')
('https://image1.ljcdn.com/440100-inspection/eff96e57-088e-4a53-85b7-e7cb78e8facd.jpg.296x216.jpg', '富基广场 电梯四房 户型方正 普通住宅', '富基广场  | 4室2厅 | 154.5平米 | 西南 | 精装 | 有电梯', '高楼层(共34层)2007年建塔楼  -  滨江中', '775万', '单价50162元/平米')
('https://image1.ljcdn.com/440100-inspection/f833527c-3833-49ee-93ed-292423e16e92.jpg.296x216.jpg', '英豪花园 东向望花园 业主诚意出售', '英豪花园馨润尚寓  | 2室2厅 | 74.59平米 | 东 | 其他 | 有电梯', '低楼层(共32层)2005年建塔楼  -  金碧', '350万', '单价46924元/平米')
('https://image1.ljcdn.com/440100-inspection/09e808b7-6841-4691-b140-0d9ee9a59b10.jpg.296x216.jpg', '荟翠苑 2房 南向两房', '荟翠苑  | 2室1厅 | 86平米 | 南 | 其他 | 无电梯', '低楼层(共9层)1998年建塔楼  -  新港西', '220万', '单价25582元/平米')
('https://image1.ljcdn.com/440100-inspection/fa4b308c-4b4c-4af7-8ca6-4043b7fbd5b7.JPG.296x216.jpg', '海琴湾 实用三房 采光通风好 安静舒适', '海琴湾  | 3室1厅 | 109.67平米 | 东北 | 精装 | 有电梯', '低楼层(共32层)2002年建塔楼  -  滨江东', '670万', '单价61093元/平米')
('https://image1.ljcdn.com/440100-inspection/825f7406-23fc-4973-81d1-ede6a83208cb.JPG.296x216.jpg', '新鸿花园一期 2室1厅 250万', '新鸿花园一期  | 2室1厅 | 49.55平米 | 北 | 精装 | 无电梯', '中楼层(共9层)1997年建塔楼  -  滨江东', '250万', '单价50455元/平米')
('https://image1.ljcdn.com/440100-inspection/1c225988-146e-44a3-9e3a-0b7f24c754af.jpg.296x216.jpg', '兰亭颖园 温馨一房 东向安静住家', '兰亭颖园  | 1室1厅 | 28.71平米 | 南 北 | 简装', '低楼层(共12层)2000年建塔楼  -  前进路', '150万', '单价52247元/平米')
('https://image1.ljcdn.com/440100-inspection/e35f2d6b-18aa-4d3e-b161-843386b5f755.jpg.296x216.jpg', '加怡花园 南向两房 厅直出阳台 保养新净', '加怡花园  | 2室2厅 | 74.8平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2007年建塔楼  -  金碧', '340万', '单价45455元/平米')
('https://image1.ljcdn.com/440100-inspection/e39011b6-4afd-4c82-a1ef-f94021e6a362.JPG.296x216.jpg', '晓园居 3室1厅 230万', '晓园居  | 3室1厅 | 81.21平米 | 东南 南 | 毛坯', '高楼层(共9层)2000年建塔楼  -  江燕路', '230万', '单价28322元/平米')
('https://image1.ljcdn.com/440100-inspection/d5d676fe-9df4-4435-ba63-1852f42b2cbe.jpg.296x216.jpg', '光大花园 正规三房 格局采光好 交通方便', '光大花园  | 3室1厅 | 121平米 | 西南 | 精装 | 有电梯', '低楼层(共33层)2003年建塔楼  -  工业大道北', '600万', '单价49587元/平米')
('https://image1.ljcdn.com/440100-inspection/5c0a82f8-18a3-4c0c-be81-67e058239e6d.jpg.296x216.jpg', '德盛苑电梯两房 方正实用', '德盛苑  | 2室1厅 | 49平米 | 东 | 简装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  广州大道南', '150万', '单价30613元/平米')
('https://image1.ljcdn.com/440100-inspection/fa8cd5ad-3501-4d5e-9407-b892816a1ea6.jpg.296x216.jpg', '富力千禧花园 实用舒适单位 南向3房', '富力千禧花园  | 3室1厅 | 90.08平米 | 南 | 简装 | 有电梯', '低楼层(共32层)2002年建塔楼  -  新港西', '495万', '单价54952元/平米')
('https://image1.ljcdn.com/440100-inspection/802fdcdc-f760-426d-b6d1-61ec44dee369.jpg.296x216.jpg', '东晓南 英豪花园 精美一房 诚意出售', '英豪花园阳光320  | 1室1厅 | 42.76平米 | 西 | 精装 | 有电梯', '低楼层(共24层)2005年建塔楼  -  金碧', '195万', '单价45604元/平米')
('https://image1.ljcdn.com/440100-inspection/8499fcff-2a37-4531-8f6d-b0fa66f72239.JPG.296x216.jpg', '同福西路 中层大两房 格式方正 围院管理', '同福西路  | 2室1厅 | 63.71平米 | 东南 | 简装', '中楼层(共8层)塔楼  -  宝岗', '200万', '单价31393元/平米')
('https://image1.ljcdn.com/440100-inspection/db4b0f04-239a-4f6f-aa9d-9a3e587af47c.jpg.296x216.jpg', '电梯电梯 素社新村 南北对流3房', '素社新村  | 3室1厅 | 80.36平米 | 南 | 简装', '高楼层(共9层)暂无数据  -  前进路', '310万', '单价38577元/平米')
('https://image1.ljcdn.com/440100-inspection/94969f6f-51a0-4733-b674-23c1ddefa5b9.jpg.296x216.jpg', '金碧一期 南向两房 花园中间 安静不吵', '金碧花园第一金碧  | 2室1厅 | 63平米 | 南 | 简装 | 有电梯', '高楼层(共15层)2000年建塔楼  -  金碧', '279万', '单价44286元/平米')
('https://image1.ljcdn.com/440100-inspection/89d05f8f-7d41-42db-a90f-40d37b8221d9.jpg.296x216.jpg', '森语星园 精致一房 安静舒适 采光通风', '森语星园  | 1室0厅 | 31.34平米 | 北 | 简装 | 有电梯', '中楼层(共19层)2004年建塔楼  -  南洲', '130万', '单价41481元/平米')
('https://image1.ljcdn.com/440100-inspection/a51c6382-0ca0-44bc-b4e8-d2463a7514d3.jpg.296x216.jpg', '怡龙大厦 户型方正 正规一房', '怡龙大厦  | 1室1厅 | 49.8平米 | 北 | 简装 | 有电梯', '中楼层(共7层)2001年建塔楼  -  宝岗', '186万', '单价37350元/平米')
('https://image1.ljcdn.com/440100-inspection/ca0613fc-1730-4c18-8593-9a834e9a3069.jpg.296x216.jpg', '富力千禧花园 温馨两房', '富力千禧花园  | 2室1厅 | 78.2平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  新港西', '430万', '单价54988元/平米')
('https://image1.ljcdn.com/440100-inspection/a261f925-1d48-4992-800f-dceced70f37c.JPG.296x216.jpg', '芭堤水岸 中层大两房 装修保养好 看房方便', '芭堤水岸  | 2室1厅 | 92.76平米 | 西南 | 精装 | 有电梯', '低楼层(共32层)2005年建塔楼  -  滨江东', '540万', '单价58215元/平米')
('https://image1.ljcdn.com/440100-inspection/562c17fc-8654-411f-8d52-3b0ab8d7fd53.jpg.296x216.jpg', '前进路南园大街 2室1厅 198万', '前进路南园大街  | 2室1厅 | 61.92平米 | 东南 | 简装 | 无电梯', '低楼层(共7层)塔楼  -  前进路', '198万', '单价31977元/平米')
('https://image1.ljcdn.com/440100-inspection/ee85d154-5670-47d1-b11b-6e7fb9d28adc.jpg.296x216.jpg', '海琴湾 四房带精装修', '海琴湾  | 3室2厅 | 156.87平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)2002年建塔楼  -  滨江东', '1100万', '单价70122元/平米')
